"","Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas em famílias beneficiárias do Programa Bolsa Família"
"4833",410780,"FLORAÍ","PR","09/2019",365
"4834",410780,"FLORAÍ","PR","03/2019",414
"4835",410780,"FLORAÍ","PR","02/2018",434
"4836",410780,"FLORAÍ","PR","02/2021",312
"4837",410780,"FLORAÍ","PR","06/2019",382
"4838",410780,"FLORAÍ","PR","09/2018",410
"4839",410780,"FLORAÍ","PR","01/2019",396
"4840",410780,"FLORAÍ","PR","05/2020",317
"4841",410780,"FLORAÍ","PR","06/2020",313
"4842",410780,"FLORAÍ","PR","01/2018",424
"4843",410780,"FLORAÍ","PR","05/2021",325
"4844",410780,"FLORAÍ","PR","06/2018",418
"4845",410780,"FLORAÍ","PR","05/2019",403
"4846",410780,"FLORAÍ","PR","01/2021",312
"4847",410780,"FLORAÍ","PR","11/2018",417
"4848",410780,"FLORAÍ","PR","08/2019",367
"4849",410780,"FLORAÍ","PR","05/2018",411
"4850",410780,"FLORAÍ","PR","07/2019",383
"4851",410780,"FLORAÍ","PR","01/2020",341
"4852",410780,"FLORAÍ","PR","03/2018",431
"4853",410780,"FLORAÍ","PR","04/2020",317
"4854",410780,"FLORAÍ","PR","04/2019",421
"4855",410780,"FLORAÍ","PR","04/2021",315
"4856",410780,"FLORAÍ","PR","07/2018",423
"4857",410780,"FLORAÍ","PR","07/2021",324
"4858",410780,"FLORAÍ","PR","11/2019",347
"4859",410780,"FLORAÍ","PR","08/2020",316
"4860",410785,"FLOR DA SERRA DO SUL","PR","11/2019",713
"4861",410785,"FLOR DA SERRA DO SUL","PR","03/2019",835
"4862",410785,"FLOR DA SERRA DO SUL","PR","04/2018",939
"4863",410785,"FLOR DA SERRA DO SUL","PR","11/2018",883
"4864",410785,"FLOR DA SERRA DO SUL","PR","07/2020",798
"4865",410785,"FLOR DA SERRA DO SUL","PR","01/2018",1049
"4866",410785,"FLOR DA SERRA DO SUL","PR","11/2020",794
"4867",410785,"FLOR DA SERRA DO SUL","PR","05/2019",838
"4868",410785,"FLOR DA SERRA DO SUL","PR","12/2020",798
"4869",410785,"FLOR DA SERRA DO SUL","PR","06/2020",798
"4870",410785,"FLOR DA SERRA DO SUL","PR","08/2018",864
"4871",410785,"FLOR DA SERRA DO SUL","PR","06/2021",803
"4872",410785,"FLOR DA SERRA DO SUL","PR","02/2021",814
"4873",410785,"FLOR DA SERRA DO SUL","PR","09/2019",740
"4874",410785,"FLOR DA SERRA DO SUL","PR","03/2018",910
"4875",410785,"FLOR DA SERRA DO SUL","PR","07/2018",890
"4876",410785,"FLOR DA SERRA DO SUL","PR","06/2018",914
"4877",410785,"FLOR DA SERRA DO SUL","PR","09/2020",789
"4878",410785,"FLOR DA SERRA DO SUL","PR","05/2018",867
"4879",410785,"FLOR DA SERRA DO SUL","PR","04/2020",787
"4880",410785,"FLOR DA SERRA DO SUL","PR","10/2019",730
"4881",410785,"FLOR DA SERRA DO SUL","PR","04/2021",800
"4882",410785,"FLOR DA SERRA DO SUL","PR","03/2020",780
"4883",410785,"FLOR DA SERRA DO SUL","PR","07/2021",763
"4884",410785,"FLOR DA SERRA DO SUL","PR","02/2020",755
"4885",410785,"FLOR DA SERRA DO SUL","PR","06/2019",820
"4886",410785,"FLOR DA SERRA DO SUL","PR","02/2019",853
"4887",410785,"FLOR DA SERRA DO SUL","PR","10/2018",875
"4888",410785,"FLOR DA SERRA DO SUL","PR","02/2018",1056
"4889",410785,"FLOR DA SERRA DO SUL","PR","12/2018",844
"4890",410785,"FLOR DA SERRA DO SUL","PR","01/2019",846
"4891",410785,"FLOR DA SERRA DO SUL","PR","05/2020",795
"4892",410785,"FLOR DA SERRA DO SUL","PR","03/2021",807
"4893",410785,"FLOR DA SERRA DO SUL","PR","10/2020",787
"4894",410785,"FLOR DA SERRA DO SUL","PR","05/2021",794
"4895",410785,"FLOR DA SERRA DO SUL","PR","08/2020",789
"4896",410785,"FLOR DA SERRA DO SUL","PR","08/2019",760
"4897",410785,"FLOR DA SERRA DO SUL","PR","12/2019",712
"4898",410785,"FLOR DA SERRA DO SUL","PR","01/2020",703
"4899",410785,"FLOR DA SERRA DO SUL","PR","07/2019",800
"4900",410785,"FLOR DA SERRA DO SUL","PR","04/2019",861
"4901",410785,"FLOR DA SERRA DO SUL","PR","01/2021",799
"4902",410785,"FLOR DA SERRA DO SUL","PR","09/2018",847
"4903",410790,"FLORESTA","PR","06/2021",498
"4904",410790,"FLORESTA","PR","09/2019",434
"4905",410790,"FLORESTA","PR","09/2020",498
"4906",410790,"FLORESTA","PR","12/2020",496
"4907",410790,"FLORESTA","PR","12/2019",425
"4908",410790,"FLORESTA","PR","07/2019",461
"4909",410790,"FLORESTA","PR","03/2018",444
"4910",410790,"FLORESTA","PR","05/2018",445
"4911",410790,"FLORESTA","PR","10/2019",436
"4912",410790,"FLORESTA","PR","02/2020",381
"4913",410790,"FLORESTA","PR","04/2021",489
"4914",410790,"FLORESTA","PR","10/2018",439
"4915",410790,"FLORESTA","PR","01/2019",440
"4916",410790,"FLORESTA","PR","05/2020",502
"4917",410790,"FLORESTA","PR","03/2019",492
"4918",410790,"FLORESTA","PR","09/2018",433
"4919",410790,"FLORESTA","PR","04/2019",474
"4920",410790,"FLORESTA","PR","01/2021",487
"4921",410790,"FLORESTA","PR","07/2020",498
"4922",410790,"FLORESTA","PR","01/2018",476
"4923",410790,"FLORESTA","PR","08/2020",497
"4924",410790,"FLORESTA","PR","04/2018",453
"4925",410790,"FLORESTA","PR","12/2018",444
"4926",410790,"FLORESTA","PR","05/2019",458
"4927",410790,"FLORESTA","PR","06/2020",500
"4928",410790,"FLORESTA","PR","11/2018",449
"4929",410790,"FLORESTA","PR","05/2021",488
"4930",410790,"FLORESTA","PR","11/2019",437
"4931",410790,"FLORESTA","PR","01/2020",419
"4932",410790,"FLORESTA","PR","08/2019",434
"4933",410790,"FLORESTA","PR","10/2020",498
"4934",410790,"FLORESTA","PR","04/2020",501
"4935",410790,"FLORESTA","PR","02/2019",475
"4936",410790,"FLORESTA","PR","02/2018",487
"4937",410790,"FLORESTA","PR","03/2020",501
"4938",410790,"FLORESTA","PR","06/2018",458
"4939",410790,"FLORESTA","PR","02/2021",470
"4940",410790,"FLORESTA","PR","11/2020",495
"4941",410790,"FLORESTA","PR","08/2018",443
"4942",410790,"FLORESTA","PR","03/2021",474
"4943",410790,"FLORESTA","PR","06/2019",469
"4944",410790,"FLORESTA","PR","07/2018",438
"4945",410790,"FLORESTA","PR","07/2021",482
"4946",410800,"FLORESTÓPOLIS","PR","04/2019",3628
"4947",410800,"FLORESTÓPOLIS","PR","10/2020",3318
"4948",410800,"FLORESTÓPOLIS","PR","10/2019",3438
"4949",410800,"FLORESTÓPOLIS","PR","12/2019",3409
"4950",410800,"FLORESTÓPOLIS","PR","05/2020",3332
"4951",410800,"FLORESTÓPOLIS","PR","05/2018",2896
"4952",410800,"FLORESTÓPOLIS","PR","01/2019",3514
"4953",410800,"FLORESTÓPOLIS","PR","12/2020",3323
"4954",410800,"FLORESTÓPOLIS","PR","03/2018",2828
"4955",410800,"FLORESTÓPOLIS","PR","04/2020",3335
"4956",410800,"FLORESTÓPOLIS","PR","07/2021",3276
"4957",410800,"FLORESTÓPOLIS","PR","02/2021",3302
"4958",410800,"FLORESTÓPOLIS","PR","03/2019",3600
"4959",410800,"FLORESTÓPOLIS","PR","09/2019",3437
"4960",410800,"FLORESTÓPOLIS","PR","11/2019",3431
"4961",410800,"FLORESTÓPOLIS","PR","11/2020",3317
"4962",410800,"FLORESTÓPOLIS","PR","12/2018",3404
"4963",410800,"FLORESTÓPOLIS","PR","08/2019",3415
"4964",410800,"FLORESTÓPOLIS","PR","06/2021",3280
"4965",410800,"FLORESTÓPOLIS","PR","06/2018",2887
"4966",410800,"FLORESTÓPOLIS","PR","08/2018",3081
"4967",410800,"FLORESTÓPOLIS","PR","04/2021",3306
"4968",410800,"FLORESTÓPOLIS","PR","09/2020",3312
"4969",410800,"FLORESTÓPOLIS","PR","04/2018",2955
"4970",410800,"FLORESTÓPOLIS","PR","02/2019",3552
"4971",410800,"FLORESTÓPOLIS","PR","01/2020",3410
"4972",410800,"FLORESTÓPOLIS","PR","05/2021",3296
"4973",410800,"FLORESTÓPOLIS","PR","02/2020",3302
"4974",410800,"FLORESTÓPOLIS","PR","08/2020",3319
"4975",410800,"FLORESTÓPOLIS","PR","07/2018",3041
"4976",410800,"FLORESTÓPOLIS","PR","01/2021",3284
"4977",410800,"FLORESTÓPOLIS","PR","05/2019",3545
"4978",410800,"FLORESTÓPOLIS","PR","03/2020",3325
"4979",410800,"FLORESTÓPOLIS","PR","07/2019",3461
"4980",410800,"FLORESTÓPOLIS","PR","01/2018",2705
"4981",410800,"FLORESTÓPOLIS","PR","06/2019",3459
"4982",410800,"FLORESTÓPOLIS","PR","07/2020",3334
"4983",410800,"FLORESTÓPOLIS","PR","02/2018",2768
"4984",410800,"FLORESTÓPOLIS","PR","10/2018",3366
"4985",410800,"FLORESTÓPOLIS","PR","11/2018",3584
"4986",410800,"FLORESTÓPOLIS","PR","09/2018",3215
"4987",410800,"FLORESTÓPOLIS","PR","06/2020",3330
"4988",410800,"FLORESTÓPOLIS","PR","03/2021",3314
"4989",410810,"FLÓRIDA","PR","05/2019",367
"4990",410810,"FLÓRIDA","PR","01/2021",258
"4991",410810,"FLÓRIDA","PR","06/2020",277
"4992",410810,"FLÓRIDA","PR","01/2020",284
"4993",410810,"FLÓRIDA","PR","07/2021",235
"4994",410810,"FLÓRIDA","PR","04/2019",380
"4995",410810,"FLÓRIDA","PR","03/2019",384
"4996",410810,"FLÓRIDA","PR","08/2019",309
"4997",410810,"FLÓRIDA","PR","10/2018",416
"4998",410810,"FLÓRIDA","PR","10/2020",279
"4999",410810,"FLÓRIDA","PR","04/2020",280
"5000",410810,"FLÓRIDA","PR","06/2018",403
"5001",410810,"FLÓRIDA","PR","01/2019",376
"5002",410810,"FLÓRIDA","PR","09/2018",403
"5003",410810,"FLÓRIDA","PR","04/2021",229
"5004",410810,"FLÓRIDA","PR","02/2019",379
"5005",410810,"FLÓRIDA","PR","02/2020",282
"5006",410810,"FLÓRIDA","PR","03/2020",280
"5007",410810,"FLÓRIDA","PR","02/2018",389
"5008",410810,"FLÓRIDA","PR","12/2020",262
"5009",410810,"FLÓRIDA","PR","06/2019",338
"5010",410810,"FLÓRIDA","PR","07/2018",418
"5011",410810,"FLÓRIDA","PR","10/2019",294
"5012",410810,"FLÓRIDA","PR","05/2020",277
"5013",410810,"FLÓRIDA","PR","05/2018",383
"5014",410810,"FLÓRIDA","PR","12/2018",374
"5015",410810,"FLÓRIDA","PR","03/2018",381
"5016",410810,"FLÓRIDA","PR","02/2021",252
"5017",410810,"FLÓRIDA","PR","11/2020",266
"5018",410810,"FLÓRIDA","PR","12/2019",284
"5019",410810,"FLÓRIDA","PR","09/2020",278
"5020",410810,"FLÓRIDA","PR","08/2018",388
"5021",410810,"FLÓRIDA","PR","04/2018",400
"5022",410810,"FLÓRIDA","PR","01/2018",380
"5023",410810,"FLÓRIDA","PR","05/2021",227
"5024",410810,"FLÓRIDA","PR","09/2019",307
"5025",410810,"FLÓRIDA","PR","08/2020",277
"5026",410810,"FLÓRIDA","PR","07/2019",330
"5027",410810,"FLÓRIDA","PR","11/2019",298
"5028",410810,"FLÓRIDA","PR","06/2021",232
"5029",410810,"FLÓRIDA","PR","07/2020",273
"5030",410810,"FLÓRIDA","PR","03/2021",234
"5031",410810,"FLÓRIDA","PR","11/2018",407
"5032",410820,"FORMOSA DO OESTE","PR","03/2020",505
"5033",410820,"FORMOSA DO OESTE","PR","09/2018",455
"5034",410820,"FORMOSA DO OESTE","PR","06/2020",508
"5035",410820,"FORMOSA DO OESTE","PR","09/2019",452
"5036",410820,"FORMOSA DO OESTE","PR","05/2018",474
"5037",410820,"FORMOSA DO OESTE","PR","10/2019",428
"5038",410820,"FORMOSA DO OESTE","PR","02/2020",513
"5039",410820,"FORMOSA DO OESTE","PR","01/2019",450
"5040",410820,"FORMOSA DO OESTE","PR","05/2020",508
"5041",410820,"FORMOSA DO OESTE","PR","04/2019",481
"5042",410820,"FORMOSA DO OESTE","PR","01/2021",549
"5043",410820,"FORMOSA DO OESTE","PR","07/2020",507
"5044",410820,"FORMOSA DO OESTE","PR","08/2020",500
"5045",410820,"FORMOSA DO OESTE","PR","04/2018",454
"5046",410820,"FORMOSA DO OESTE","PR","05/2019",475
"5047",410820,"FORMOSA DO OESTE","PR","11/2018",483
"5048",410820,"FORMOSA DO OESTE","PR","01/2020",484
"5049",410820,"FORMOSA DO OESTE","PR","08/2019",449
"5050",410820,"FORMOSA DO OESTE","PR","04/2020",506
"5051",410820,"FORMOSA DO OESTE","PR","02/2019",473
"5052",410820,"FORMOSA DO OESTE","PR","02/2018",491
"5053",410820,"FORMOSA DO OESTE","PR","02/2021",562
"5054",410820,"FORMOSA DO OESTE","PR","08/2018",449
"5055",410820,"FORMOSA DO OESTE","PR","06/2019",463
"5056",410820,"FORMOSA DO OESTE","PR","09/2020",497
"5057",410820,"FORMOSA DO OESTE","PR","06/2018",472
"5058",410820,"FORMOSA DO OESTE","PR","07/2019",462
"5059",410820,"FORMOSA DO OESTE","PR","06/2021",585
"5060",410820,"FORMOSA DO OESTE","PR","12/2019",492
"5061",410820,"FORMOSA DO OESTE","PR","12/2018",439
"5062",410820,"FORMOSA DO OESTE","PR","07/2021",588
"5063",410820,"FORMOSA DO OESTE","PR","03/2021",572
"5064",410820,"FORMOSA DO OESTE","PR","11/2020",488
"5065",410820,"FORMOSA DO OESTE","PR","10/2020",494
"5066",410820,"FORMOSA DO OESTE","PR","11/2019",424
"5067",410820,"FORMOSA DO OESTE","PR","05/2021",579
"5068",410820,"FORMOSA DO OESTE","PR","01/2018",494
"5069",410820,"FORMOSA DO OESTE","PR","03/2019",472
"5070",410820,"FORMOSA DO OESTE","PR","10/2018",461
"5071",410820,"FORMOSA DO OESTE","PR","04/2021",580
"5072",410820,"FORMOSA DO OESTE","PR","03/2018",463
"5073",410820,"FORMOSA DO OESTE","PR","12/2020",489
"5074",410820,"FORMOSA DO OESTE","PR","07/2018",498
"5075",410830,"FOZ DO IGUAÇU","PR","12/2020",30462
"5076",410830,"FOZ DO IGUAÇU","PR","05/2021",39834
"5077",410830,"FOZ DO IGUAÇU","PR","03/2021",40083
"5078",410830,"FOZ DO IGUAÇU","PR","08/2019",27131
"5079",410830,"FOZ DO IGUAÇU","PR","12/2018",27549
"5080",410830,"FOZ DO IGUAÇU","PR","01/2020",27126
"5081",410830,"FOZ DO IGUAÇU","PR","06/2019",28097
"5082",410830,"FOZ DO IGUAÇU","PR","03/2019",28952
"5083",410830,"FOZ DO IGUAÇU","PR","09/2018",28244
"5084",410830,"FOZ DO IGUAÇU","PR","03/2018",28281
"5085",410830,"FOZ DO IGUAÇU","PR","09/2020",30554
"5086",410830,"FOZ DO IGUAÇU","PR","11/2019",26078
"5087",410830,"FOZ DO IGUAÇU","PR","08/2018",27701
"5088",410830,"FOZ DO IGUAÇU","PR","04/2019",29631
"5089",410830,"FOZ DO IGUAÇU","PR","11/2018",28400
"5090",410830,"FOZ DO IGUAÇU","PR","01/2021",35119
"5091",410830,"FOZ DO IGUAÇU","PR","05/2018",28090
"5092",410830,"FOZ DO IGUAÇU","PR","05/2019",28662
"5093",410830,"FOZ DO IGUAÇU","PR","08/2020",30579
"5094",410830,"FOZ DO IGUAÇU","PR","02/2021",39336
"5095",410830,"FOZ DO IGUAÇU","PR","01/2018",30751
"5096",410830,"FOZ DO IGUAÇU","PR","06/2020",30606
"5097",410830,"FOZ DO IGUAÇU","PR","04/2018",28827
"5098",410830,"FOZ DO IGUAÇU","PR","07/2021",39587
"5099",410830,"FOZ DO IGUAÇU","PR","11/2020",30533
"5100",410830,"FOZ DO IGUAÇU","PR","09/2019",26999
"5101",410830,"FOZ DO IGUAÇU","PR","10/2019",26082
"5102",410830,"FOZ DO IGUAÇU","PR","02/2020",30130
"5103",410830,"FOZ DO IGUAÇU","PR","06/2018",28399
"5104",410830,"FOZ DO IGUAÇU","PR","02/2018",30817
"5105",410830,"FOZ DO IGUAÇU","PR","07/2020",30602
"5106",410830,"FOZ DO IGUAÇU","PR","12/2019",27160
"5107",410830,"FOZ DO IGUAÇU","PR","07/2018",28887
"5108",410830,"FOZ DO IGUAÇU","PR","03/2020",30565
"5109",410830,"FOZ DO IGUAÇU","PR","07/2019",28172
"5110",410830,"FOZ DO IGUAÇU","PR","04/2021",39933
"5111",410830,"FOZ DO IGUAÇU","PR","02/2019",28695
"5112",410830,"FOZ DO IGUAÇU","PR","04/2020",30670
"5113",410830,"FOZ DO IGUAÇU","PR","06/2021",39766
"5114",410830,"FOZ DO IGUAÇU","PR","01/2019",28039
"5115",410830,"FOZ DO IGUAÇU","PR","05/2020",30666
"5116",410830,"FOZ DO IGUAÇU","PR","10/2018",29008
"5117",410830,"FOZ DO IGUAÇU","PR","10/2020",30504
"5118",410832,"FRANCISCO ALVES","PR","03/2021",1317
"5119",410832,"FRANCISCO ALVES","PR","06/2019",1280
"5120",410832,"FRANCISCO ALVES","PR","07/2018",1269
"5121",410832,"FRANCISCO ALVES","PR","07/2021",1288
"5122",410832,"FRANCISCO ALVES","PR","09/2020",1342
"5123",410832,"FRANCISCO ALVES","PR","05/2019",1302
"5124",410832,"FRANCISCO ALVES","PR","08/2018",1245
"5125",410832,"FRANCISCO ALVES","PR","02/2021",1333
"5126",410832,"FRANCISCO ALVES","PR","12/2020",1333
"5127",410832,"FRANCISCO ALVES","PR","11/2020",1339
"5128",410832,"FRANCISCO ALVES","PR","02/2018",1432
"5129",410832,"FRANCISCO ALVES","PR","02/2019",1246
"5130",410832,"FRANCISCO ALVES","PR","03/2020",1355
"5131",410832,"FRANCISCO ALVES","PR","04/2020",1346
"5132",410832,"FRANCISCO ALVES","PR","10/2020",1347
"5133",410832,"FRANCISCO ALVES","PR","08/2019",1219
"5134",410832,"FRANCISCO ALVES","PR","01/2020",1233
"5135",410832,"FRANCISCO ALVES","PR","11/2018",1302
"5136",410832,"FRANCISCO ALVES","PR","12/2018",1233
"5137",410832,"FRANCISCO ALVES","PR","11/2019",1235
"5138",410832,"FRANCISCO ALVES","PR","04/2018",1328
"5139",410832,"FRANCISCO ALVES","PR","06/2020",1343
"5140",410832,"FRANCISCO ALVES","PR","01/2018",1419
"5141",410832,"FRANCISCO ALVES","PR","08/2020",1337
"5142",410832,"FRANCISCO ALVES","PR","01/2021",1325
"5143",410832,"FRANCISCO ALVES","PR","04/2019",1303
"5144",410832,"FRANCISCO ALVES","PR","03/2019",1255
"5145",410832,"FRANCISCO ALVES","PR","05/2021",1305
"5146",410832,"FRANCISCO ALVES","PR","10/2018",1313
"5147",410832,"FRANCISCO ALVES","PR","09/2018",1285
"5148",410832,"FRANCISCO ALVES","PR","01/2019",1229
"5149",410832,"FRANCISCO ALVES","PR","04/2021",1314
"5150",410832,"FRANCISCO ALVES","PR","07/2020",1346
"5151",410832,"FRANCISCO ALVES","PR","05/2020",1340
"5152",410832,"FRANCISCO ALVES","PR","10/2019",1241
"5153",410832,"FRANCISCO ALVES","PR","05/2018",1234
"5154",410832,"FRANCISCO ALVES","PR","02/2020",1205
"5155",410832,"FRANCISCO ALVES","PR","03/2018",1337
"5156",410832,"FRANCISCO ALVES","PR","09/2019",1231
"5157",410832,"FRANCISCO ALVES","PR","06/2021",1300
"5158",410832,"FRANCISCO ALVES","PR","07/2019",1275
"5159",410832,"FRANCISCO ALVES","PR","06/2018",1219
"5160",410832,"FRANCISCO ALVES","PR","12/2019",1230
"5161",410840,"FRANCISCO BELTRÃO","PR","05/2020",5789
"5162",410840,"FRANCISCO BELTRÃO","PR","08/2019",4819
"5163",410840,"FRANCISCO BELTRÃO","PR","04/2020",5800
"5164",410840,"FRANCISCO BELTRÃO","PR","06/2019",5148
"5165",410840,"FRANCISCO BELTRÃO","PR","01/2019",5063
"5166",410840,"FRANCISCO BELTRÃO","PR","04/2021",6683
"5167",410840,"FRANCISCO BELTRÃO","PR","06/2021",6702
"5168",410840,"FRANCISCO BELTRÃO","PR","03/2020",5809
"5169",410840,"FRANCISCO BELTRÃO","PR","09/2018",4989
"5170",410840,"FRANCISCO BELTRÃO","PR","02/2019",5170
"5171",410840,"FRANCISCO BELTRÃO","PR","12/2018",4912
"5172",410840,"FRANCISCO BELTRÃO","PR","07/2020",5791
"5173",410840,"FRANCISCO BELTRÃO","PR","02/2018",5094
"5174",410840,"FRANCISCO BELTRÃO","PR","11/2020",5865
"5175",410840,"FRANCISCO BELTRÃO","PR","06/2020",5798
"5176",410840,"FRANCISCO BELTRÃO","PR","09/2020",5835
"5177",410840,"FRANCISCO BELTRÃO","PR","10/2019",4750
"5178",410840,"FRANCISCO BELTRÃO","PR","02/2021",6617
"5179",410840,"FRANCISCO BELTRÃO","PR","06/2018",5028
"5180",410840,"FRANCISCO BELTRÃO","PR","05/2018",4955
"5181",410840,"FRANCISCO BELTRÃO","PR","12/2019",4701
"5182",410840,"FRANCISCO BELTRÃO","PR","07/2018",5136
"5183",410840,"FRANCISCO BELTRÃO","PR","03/2021",6668
"5184",410840,"FRANCISCO BELTRÃO","PR","01/2018",5071
"5185",410840,"FRANCISCO BELTRÃO","PR","07/2021",6708
"5186",410840,"FRANCISCO BELTRÃO","PR","08/2020",5808
"5187",410840,"FRANCISCO BELTRÃO","PR","01/2021",6378
"5188",410840,"FRANCISCO BELTRÃO","PR","03/2018",4957
"5189",410840,"FRANCISCO BELTRÃO","PR","04/2018",5050
"5190",410840,"FRANCISCO BELTRÃO","PR","11/2019",4750
"5191",410840,"FRANCISCO BELTRÃO","PR","02/2020",5431
"5192",410840,"FRANCISCO BELTRÃO","PR","04/2019",5295
"5193",410840,"FRANCISCO BELTRÃO","PR","11/2018",4985
"5194",410840,"FRANCISCO BELTRÃO","PR","01/2020",4718
"5195",410840,"FRANCISCO BELTRÃO","PR","09/2019",4818
"5196",410840,"FRANCISCO BELTRÃO","PR","03/2019",5173
"5197",410840,"FRANCISCO BELTRÃO","PR","10/2020",5849
"5198",410840,"FRANCISCO BELTRÃO","PR","07/2019",5147
"5199",410840,"FRANCISCO BELTRÃO","PR","05/2021",6697
"5200",410840,"FRANCISCO BELTRÃO","PR","10/2018",5161
"5201",410840,"FRANCISCO BELTRÃO","PR","05/2019",5222
"5202",410840,"FRANCISCO BELTRÃO","PR","12/2020",5825
"5203",410840,"FRANCISCO BELTRÃO","PR","08/2018",5004
"5204",410845,"FOZ DO JORDÃO","PR","07/2018",1431
"5205",410845,"FOZ DO JORDÃO","PR","05/2019",1355
"5206",410845,"FOZ DO JORDÃO","PR","01/2021",1403
"5207",410845,"FOZ DO JORDÃO","PR","04/2020",1296
"5208",410845,"FOZ DO JORDÃO","PR","03/2019",1373
"5209",410845,"FOZ DO JORDÃO","PR","12/2020",1279
"5210",410845,"FOZ DO JORDÃO","PR","03/2018",1471
"5211",410845,"FOZ DO JORDÃO","PR","04/2021",1405
"5212",410845,"FOZ DO JORDÃO","PR","10/2020",1282
"5213",410845,"FOZ DO JORDÃO","PR","03/2020",1296
"5214",410845,"FOZ DO JORDÃO","PR","12/2019",1160
"5215",410845,"FOZ DO JORDÃO","PR","06/2021",1390
"5216",410845,"FOZ DO JORDÃO","PR","07/2019",1281
"5217",410845,"FOZ DO JORDÃO","PR","06/2018",1443
"5218",410845,"FOZ DO JORDÃO","PR","02/2021",1399
"5219",410845,"FOZ DO JORDÃO","PR","02/2019",1370
"5220",410845,"FOZ DO JORDÃO","PR","11/2018",1421
"5221",410845,"FOZ DO JORDÃO","PR","08/2020",1269
"5222",410845,"FOZ DO JORDÃO","PR","04/2019",1395
"5223",410845,"FOZ DO JORDÃO","PR","05/2020",1285
"5224",410845,"FOZ DO JORDÃO","PR","01/2019",1342
"5225",410845,"FOZ DO JORDÃO","PR","10/2019",1191
"5226",410845,"FOZ DO JORDÃO","PR","06/2020",1281
"5227",410845,"FOZ DO JORDÃO","PR","06/2019",1288
"5228",410845,"FOZ DO JORDÃO","PR","11/2019",1177
"5229",410845,"FOZ DO JORDÃO","PR","07/2021",1380
"5230",410845,"FOZ DO JORDÃO","PR","09/2018",1404
"5231",410845,"FOZ DO JORDÃO","PR","05/2018",1437
"5232",410845,"FOZ DO JORDÃO","PR","07/2020",1275
"5233",410845,"FOZ DO JORDÃO","PR","04/2018",1497
"5234",410845,"FOZ DO JORDÃO","PR","01/2020",1152
"5235",410845,"FOZ DO JORDÃO","PR","08/2018",1390
"5236",410845,"FOZ DO JORDÃO","PR","09/2020",1280
"5237",410845,"FOZ DO JORDÃO","PR","03/2021",1405
"5238",410845,"FOZ DO JORDÃO","PR","11/2020",1285
"5239",410845,"FOZ DO JORDÃO","PR","01/2018",1453
"5240",410845,"FOZ DO JORDÃO","PR","05/2021",1397
"5241",410845,"FOZ DO JORDÃO","PR","10/2018",1415
"5242",410845,"FOZ DO JORDÃO","PR","12/2018",1344
"5243",410845,"FOZ DO JORDÃO","PR","02/2018",1491
"5244",410845,"FOZ DO JORDÃO","PR","08/2019",1213
"5245",410845,"FOZ DO JORDÃO","PR","02/2020",1236
"5246",410845,"FOZ DO JORDÃO","PR","09/2019",1211
"5247",410850,"GENERAL CARNEIRO","PR","07/2020",3593
"5248",410850,"GENERAL CARNEIRO","PR","03/2021",3737
"5249",410850,"GENERAL CARNEIRO","PR","09/2018",3882
"5250",410850,"GENERAL CARNEIRO","PR","05/2019",3680
"5251",410850,"GENERAL CARNEIRO","PR","04/2018",3994
"5252",410850,"GENERAL CARNEIRO","PR","06/2021",3719
"5253",410850,"GENERAL CARNEIRO","PR","09/2019",3486
"5254",410850,"GENERAL CARNEIRO","PR","07/2019",3618
"5255",410850,"GENERAL CARNEIRO","PR","12/2020",3605
"5256",410850,"GENERAL CARNEIRO","PR","05/2021",3729
"5257",410850,"GENERAL CARNEIRO","PR","02/2021",3742
"5258",410850,"GENERAL CARNEIRO","PR","07/2021",3722
"5259",410850,"GENERAL CARNEIRO","PR","07/2018",3888
"5260",410850,"GENERAL CARNEIRO","PR","01/2021",3537
"5261",410850,"GENERAL CARNEIRO","PR","01/2020",3381
"5262",410850,"GENERAL CARNEIRO","PR","03/2020",3613
"5263",410850,"GENERAL CARNEIRO","PR","04/2019",3777
"5264",410850,"GENERAL CARNEIRO","PR","12/2019",3377
"5265",410850,"GENERAL CARNEIRO","PR","02/2020",3302
"5266",410850,"GENERAL CARNEIRO","PR","06/2020",3598
"5267",410850,"GENERAL CARNEIRO","PR","10/2020",3595
"5268",410850,"GENERAL CARNEIRO","PR","03/2018",3974
"5269",410850,"GENERAL CARNEIRO","PR","12/2018",3663
"5270",410850,"GENERAL CARNEIRO","PR","10/2018",3905
"5271",410850,"GENERAL CARNEIRO","PR","06/2019",3605
"5272",410850,"GENERAL CARNEIRO","PR","01/2018",4155
"5273",410850,"GENERAL CARNEIRO","PR","05/2018",3808
"5274",410850,"GENERAL CARNEIRO","PR","08/2018",3875
"5275",410850,"GENERAL CARNEIRO","PR","10/2019",3389
"5276",410850,"GENERAL CARNEIRO","PR","05/2020",3596
"5277",410850,"GENERAL CARNEIRO","PR","03/2019",3758
"5278",410850,"GENERAL CARNEIRO","PR","11/2020",3599
"5279",410850,"GENERAL CARNEIRO","PR","09/2020",3587
"5280",410850,"GENERAL CARNEIRO","PR","11/2018",3893
"5281",410850,"GENERAL CARNEIRO","PR","06/2018",3817
"5282",410850,"GENERAL CARNEIRO","PR","08/2019",3491
"5283",410850,"GENERAL CARNEIRO","PR","08/2020",3595
"5284",410850,"GENERAL CARNEIRO","PR","01/2019",3678
