"variable_code";"variable";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"453";1802;"gpv";1631091;1983720;1448700;1288260;1944300;1463757;1885614;2031024;3110640
"454";1802;"production";1481;1626;1318;1264;1297;1319;1440;1336;1595
"455";1802;"slaughter";0;0;0;0;0;0;0;0;0
"456";1803;"area";1231;1073;1285;1202;1181;1297;1056;1193;1376
"457";1803;"cattle";0;0;0;0;0;0;0;0;0
"458";1803;"gpv";34809469;30353470;44986037;37927356;43988140;41528562;34121880;49115670;69539395
"459";1803;"production";17696;15256;18984;17977;14617;17525;14584;17295;19757
"460";1803;"slaughter";0;0;0;0;0;0;0;0;0
"461";1805;"area";628;713;711;733;707;791;874;919;996
"462";1805;"cattle";0;0;0;0;0;0;0;0;0
"463";1805;"gpv";81593888;110185712;117813555;164153392;182000124;176547597;169116404;205781249;259864613
"464";1805;"production";17993;20380;20928;22643;22241;26126;30156;32843;34815
"465";1805;"slaughter";0;0;0;0;0;0;0;0;0
"466";1806;"area";439;444;454;438;378;370;348;306;300
"467";1806;"cattle";0;0;0;0;0;0;0;0;0
"468";1806;"gpv";8343786;9999330;11899125;13190301;8860808;9217328;7342368;7075956;8871912
"469";1806;"production";4981;5181;5289;5256;4740;4751;4172;3646;3521
"470";1806;"slaughter";0;0;0;0;0;0;0;0;0
"471";1807;"area";4438;4591;4707;4914;4267;4160;3404;3353;3141
"472";1807;"cattle";0;0;0;0;0;0;0;0;0
"473";1807;"gpv";56233410;70386735;83482880;88136300;94414040;74125450;67676781;73517808;73681673
"474";1807;"production";121591;123486;130443;125909;124229;105894;81539;80790;88775
"475";1807;"slaughter";0;0;0;0;0;0;0;0;0
"476";1808;"area";8;15;15;29;27;15;5;4;9
"477";1808;"cattle";0;0;0;0;0;0;0;0;0
"478";1808;"gpv";75776;548763;150737;264916;313914;235200;28890;33755;89625
"479";1808;"production";24;179;39;65;68;40;5;5;8
"480";1808;"slaughter";0;0;0;0;0;0;0;0;0
"481";1831;"area";196;143;143;129;92;74;54;56;43
"482";1831;"cattle";0;0;0;0;0;0;0;0;0
"483";1831;"gpv";4783214;3858150;5663405;4676182;2412240;1789165;1538464;2132374;1916291
"484";1831;"production";2936;2271;2239;2217;1059;825;588;681;492
"485";1831;"slaughter";0;0;0;0;0;0;0;0;0
"486";1833;"area";441;620;415;610;656;342;353;275;281
"487";1833;"cattle";0;0;0;0;0;0;0;0;0
"488";1833;"gpv";10044470;4977856;5529312;6188836;24356619;11856012;2383603;3595995;4759648
"489";1833;"production";2281;1236;1263;1380;4297;1260;378;446;505
"490";1833;"slaughter";0;0;0;0;0;0;0;0;0
"491";1834;"area";58;58;44;62;23;20;18;18;42
"492";1834;"cattle";0;0;0;0;0;0;0;0;0
"493";1834;"gpv";1656364;1795640;1746110;2858200;1014690;950600;959040;856320;2444970
"494";1834;"production";737;742;617;620;227;194;216;192;512
"495";1834;"slaughter";0;0;0;0;0;0;0;0;0
"496";1860;"area";1392;1194;1131;1002;1006;984;947;849;800
"497";1860;"cattle";0;0;0;0;0;0;0;0;0
"498";1860;"gpv";34427147;23380459;39637976;22686870;33414075;30545815;36545400;30318222;31791921
"499";1860;"production";17838;13594;12665;11290;11486;11443;11568;10177;9723
"500";1860;"slaughter";0;0;0;0;0;0;0;0;0
"501";1861;"area";237;219;177;163;192;158;147;142;137
"502";1861;"cattle";0;0;0;0;0;0;0;0;0
"503";1861;"gpv";5518908;4481133;4386376;3136056;7321278;6031300;4358480;4183775;5248880
"504";1861;"production";3648;3272;2385;2037;3472;2744;2411;2262;2018
"505";1861;"slaughter";0;0;0;0;0;0;0;0;0
"506";1862;"area";0;0;0;0;0;0;0;0;0
"507";1862;"cattle";0;0;0;0;0;0;0;0;0
"508";1862;"gpv";7338783;8210565;9898402;7136779;11952806;10507014;10070321;15165517;15923720
"509";1862;"production";6065110;3928500;3036320;3130165;3794540;4202805;3702324;3898590;3864981
"510";1862;"slaughter";0;0;0;0;0;0;0;0;0
"511";1870;"area";;;;;;44;7;7;6
"512";1870;"cattle";;;;;;0;0;0;0
"513";1870;"gpv";;;;;;240000;163800;307200;68500
"514";1870;"production";;;;;;32;55;51;14
"515";1870;"slaughter";;;;;;0;0;0;0
"516";1903;"area";925;884;912;1027;1078;1053;517;1014;981
"517";1903;"cattle";0;0;0;0;0;0;0;0;0
"518";1903;"gpv";4908957;3326963;4192577;4965945;6129169;8874633;6237909;2424591;2687549
"519";1903;"production";1141618;1042935;1127037;1306828;1163030;1242946;1174747;762450;712877
"520";1903;"slaughter";0;0;0;0;0;0;0;0;0
"521";1921;"area";3611;2989;2834;2586;2310;2063;2028;1925;1923
"522";1921;"cattle";0;0;0;0;0;0;0;0;0
"523";1921;"gpv";186794155;151680629;211766220;181416198;151230200;145354940;189776184;149450196;164867160
"524";1921;"production";78159;59021;60680;47619;34372;33263;44343;31402;31952
"525";1921;"slaughter";0;0;0;0;0;0;0;0;0
"526";1922;"area";2207;1926;1928;1784;1739;1619;1625;1675;1658
"527";1922;"cattle";0;0;0;0;0;0;0;0;0
"528";1922;"gpv";33300647;41284193;40723939;44818123;70463629;49525870;64573348;59760250;59512880
"529";1922;"production";23958;20038;19768;18786;19415;20320;21130;21734;21256
"530";1922;"slaughter";0;0;0;0;0;0;0;0;0
"531";2001;"area";4688;5226;5474;5731;6555;6758;6915;7163;6477
"532";2001;"cattle";0;0;0;0;0;0;0;0;0
"533";2001;"gpv";82427731;95103781;107157100;137698700;148420038;155165532;171732294;219240048;178171096
"534";2001;"production";94267;103127;108487;128295;133850;140074;144856;148028;128595
"535";2001;"slaughter";0;0;0;0;0;0;0;0;0
"536";2002;"area";4287;4282;4030;3820;3882;3812;3295;3586;3526
"537";2002;"cattle";0;0;0;0;0;0;0;0;0
"538";2002;"gpv";47469638;49290865;48833704;56811508;63704790;48704083;56703740;66452562;61621248
"539";2002;"production";76798;75835;71816;68452;70786;68598;61635;67125;64190
"540";2002;"slaughter";0;0;0;0;0;0;0;0;0
"541";2003;"area";8;7;8;7;3;8;5;5;4
"542";2003;"cattle";0;0;0;0;0;0;0;0;0
"543";2003;"gpv";1127968;1402240;1366750;947760;401040;476880;672750;649770;632320
"544";2003;"production";70;64;77;66;24;24;39;33;26
"545";2003;"slaughter";0;0;0;0;0;0;0;0;0
"546";2004;"area";575;491;458;405;377;401;396;373;371
"547";2004;"cattle";0;0;0;0;0;0;0;0;0
"548";2004;"gpv";15314488;12351133;13882859;14804694;20055618;12355689;11600990;16994704;22269016
"549";2004;"production";2693;2214;2170;1816;1793;1835;1819;1614;1789
"550";2004;"slaughter";0;0;0;0;0;0;0;0;0
"551";2005;"area";11;10;11;14;28;37;41;66;69
"552";2005;"cattle";0;0;0;0;0;0;0;0;0
"553";2005;"gpv";554528;256961;85200;96228;814464;2277740;1424691;4025597;1730435
"554";2005;"production";143;88;86;74;243;373;458;683;708
"555";2005;"slaughter";0;0;0;0;0;0;0;0;0
"556";2006;"area";329;271;290;275;259;256;263;275;262
"557";2006;"cattle";0;0;0;0;0;0;0;0;0
"558";2006;"gpv";8074676;10483760;10734336;13650638;13448230;10078784;14384088;16100823;13398088
"559";2006;"production";5520;5408;5596;6443;5561;5481;6660;6546;5539
"560";2006;"slaughter";0;0;0;0;0;0;0;0;0
"561";2009;"area";339;390;419;429;495;501;564;548;548
"562";2009;"cattle";0;0;0;0;0;0;0;0;0
"563";2009;"gpv";9464832;12811990;13583325;15143661;17379626;21087872;26310621;48646416;31645856
"564";2009;"production";5684;6933;7270;7114;7695;8242;9783;9431;8994
"565";2009;"slaughter";0;0;0;0;0;0;0;0;0
"566";2010;"area";15;11;6;7;15;13;17;14;12
"567";2010;"cattle";0;0;0;0;0;0;0;0;0
"568";2010;"gpv";345163;303180;197880;171200;964383;733752;969800;1181560;958870
"569";2010;"production";265;186;102;107;242;213;260;218;190
"570";2010;"slaughter";0;0;0;0;0;0;0;0;0
"571";2012;"area";794;1111;1149;1238;1280;1216;1347;1412;1479
"572";2012;"cattle";0;0;0;0;0;0;0;0;0
"573";2012;"gpv";9472650;11978625;14362176;16453668;17971188;10726576;12814515;21285144;20999136
"574";2012;"production";14710;15973;18899;19590;19535;19156;20342;21079;21878
"575";2012;"slaughter";0;0;0;0;0;0;0;0;0
"576";2013;"area";2;2;2;1;2;1;;0;0
"577";2013;"cattle";0;0;0;0;0;0;;0;0
"578";2013;"gpv";16740;2070;37421;22572;31834;14540;;115;375
"579";2013;"production";1860;230;2300;1710;2408;1000;;10;50
"580";2013;"slaughter";0;0;0;0;0;0;;0;0
"581";2015;"area";10;2;2;;;0;1;2;
"582";2015;"cattle";0;0;0;;;0;0;0;
"583";2015;"gpv";195813;4484;6617;;;90;300;2000;
"584";2015;"production";43514;895;1018;;;12;30;100;
"585";2015;"slaughter";0;0;0;;;0;0;0;
"586";2016;"area";2267;2381;2507;2503;2544;2574;2532;2650;2834
"587";2016;"cattle";0;0;0;0;0;0;0;0;0
"588";2016;"gpv";32894906;42473184;39630182;49128490;53128504;60427505;43743480;50970559;40604409
"589";2016;"production";41258;44247;48933;51722;51089;51216;49714;50469;50135
"590";2016;"slaughter";0;0;0;0;0;0;0;0;0
"591";2041;"area";1128;1177;1848;1998;2626;2632;2586;2774;2833
"592";2041;"cattle";0;0;0;0;0;0;0;0;0
"593";2041;"gpv";29818312;37762126;78343076;68109062;132134728;91118097;114550604;152054433;119606098
"594";2041;"production";19288;20197;36440;41787;61745;61988;56994;59866;55891
"595";2041;"slaughter";0;0;0;0;0;0;0;0;0
"596";2042;"area";530;567;637;605;615;549;622;674;729
"597";2042;"cattle";0;0;0;0;0;0;0;0;0
"598";2042;"gpv";12501606;15729219;19565722;20726133;19470136;8294130;10146960;18828512;19821250
"599";2042;"production";13116;14300;15406;16069;14640;12762;14095;14826;15858
"600";2042;"slaughter";0;0;0;0;0;0;0;0;0
"601";2043;"area";3543;3685;3722;3615;3646;3508;3259;3307;3298
"602";2043;"cattle";0;0;0;0;0;0;0;0;0
"603";2043;"gpv";67434369;102224359;84720992;97782678;119464696;72851485;96340282;107447047;88738402
"604";2043;"production";92990;99253;101867;102795;107338;96804;88849;89902;91569
"605";2043;"slaughter";0;0;0;0;0;0;0;0;0
"606";2044;"area";4168;4119;4122;4473;4583;4408;3800;3861;3978
"607";2044;"cattle";0;0;0;0;0;0;0;0;0
"608";2044;"gpv";67923893;74305308;92013113;102452174;130752100;111668165;107803200;108868072;119862678
"609";2044;"production";79185;79051;84419;93139;96143;92291;84221;81245;80445
"610";2044;"slaughter";0;0;0;0;0;0;0;0;0
"611";2045;"area";2926;2692;2917;3013;2578;3008;2866;2767;2405
"612";2045;"cattle";0;0;0;0;0;0;0;0;0
"613";2045;"gpv";31512502;60773427;52564248;79147244;79686418;73547480;61637792;56295983;116313218
"614";2045;"production";33218;34978;37375;37932;30397;37646;38269;34950;30077
"615";2045;"slaughter";0;0;0;0;0;0;0;0;0
"616";2060;"area";12126;12199;12972;12955;13004;13111;12292;16019;11783
"617";2060;"cattle";0;0;0;0;0;0;0;0;0
"618";2060;"gpv";160900213;332580274;375064735;408229960;744941457;256443972;264353430;564090329;516698563
"619";2060;"production";316485;311990;353103;346193;311901;336629;325079;469296;290020
"620";2060;"slaughter";0;0;0;0;0;0;0;0;0
"621";2061;"area";16554;15727;17084;17209;17366;17983;17851;11923;15567
"622";2061;"cattle";0;0;0;0;0;0;0;0;0
"623";2061;"gpv";182131328;394678906;382721358;771067545;686400761;227722417;403243609;676724824;466617615
"624";2061;"production";452842;437077;494345;488329;446586;502256;513293;318070;461087
"625";2061;"slaughter";0;0;0;0;0;0;0;0;0
"626";2080;"area";911;1019;1008;1058;1126;1138;1168;1265;1322
"627";2080;"cattle";0;0;0;0;0;0;0;0;0
"628";2080;"gpv";23428324;33983298;35173267;43876700;55996398;51250155;55370442;79610760;63550988
"629";2080;"production";21134;23937;22700;25077;27055;27413;27416;29169;27516
"630";2080;"slaughter";0;0;0;0;0;0;0;0;0
"631";2081;"area";3560;3689;3019;2857;2831;2561;2519;2549;2553
"632";2081;"cattle";0;0;0;0;0;0;0;0;0
"633";2081;"gpv";362244383;398331159;313677002;313792224;339098944;272020188;272473618;324212182;287026713
"634";2081;"production";104775;108837;76979;74012;73009;64009;63406;63080;58548
"635";2081;"slaughter";0;0;0;0;0;0;0;0;0
"636";2086;"area";1601;1584;1577;1572;1591;1630;1546;1536;1437
"637";2086;"cattle";0;0;0;0;0;0;0;0;0
"638";2086;"gpv";32511528;51627446;53782602;58924285;89223956;53722842;59920663;69862645;58694608
"639";2086;"production";61984;60579;57892;67558;60345;64066;59199;57312;50602
"640";2086;"slaughter";0;0;0;0;0;0;0;0;0
"641";2087;"area";2;;;;;;;;
"642";2087;"cattle";0;;;;;;;;
"643";2087;"gpv";12500;;;;;;;;
"644";2087;"production";1250;;;;;;;;
"645";2087;"slaughter";0;;;;;;;;
"646";2088;"area";6503;6472;4942;4688;4609;4050;3312;3525;3499
"647";2088;"cattle";0;0;0;0;0;0;0;0;0
"648";2088;"gpv";202029828;219912024;129603060;170864751;169006180;107003334;103455549;153755726;146794053
"649";2088;"production";214139;214507;153183;147469;140539;117424;91949;99287;98439
"650";2088;"slaughter";0;0;0;0;0;0;0;0;0
"651";2089;"area";171;292;278;293;295;388;224;372;377
"652";2089;"cattle";0;0;0;0;0;0;0;0;0
"653";2089;"gpv";2469608;5679480;5913655;7669544;15358838;13923464;9329620;23957886;19179225
"654";2089;"production";2861;6042;5377;5725;6827;7568;4835;7630;7702
"655";2089;"slaughter";0;0;0;0;0;0;0;0;0
"656";2090;"area";6653;6809;5814;5268;5860;5538;4818;4034;4248
"657";2090;"cattle";0;0;0;0;0;0;0;0;0
"658";2090;"gpv";88663642;160942761;100640769;118400656;195092158;103461537;139631563;141887983;118358120
"659";2090;"production";136724;150983;135362;127384;111229;130800;125741;101205;115361
"660";2090;"slaughter";0;0;0;0;0;0;0;0;0
"661";2091;"area";374;449;545;517;598;601;628;643;679
"662";2091;"cattle";0;0;0;0;0;0;0;0;0
"663";2091;"gpv";20119240;33580224;40828938;30139867;43824381;48460646;52384254;71685000;97920900
"664";2091;"production";5812;7780;8619;9112;9598;10613;12107;11956;12097
"665";2091;"slaughter";0;0;0;0;0;0;0;0;0
"666";2092;"area";609;586;656;658;747;687;699;713;716
"667";2092;"cattle";0;0;0;0;0;0;0;0;0
"668";2092;"gpv";6655517;7126240;9179694;10891617;18141480;15090562;15043037;24157854;14264343
"669";2092;"production";16785;16198;18001;17859;20159;18183;20608;18166;17612
"670";2092;"slaughter";0;0;0;0;0;0;0;0;0
"671";2095;"area";1;1;0;0;0;0;0;0;0
"672";2095;"cattle";0;0;0;0;0;0;0;0;0
"673";2095;"gpv";2253528;2599970;4421624;9160359;13824982;15921339;15080196;14388300;13266505
"674";2095;"production";245750;292460;457725;791050;1184660;1129173;959300;1065800;1031610
"675";2095;"slaughter";0;0;0;0;0;0;0;0;0
"676";2096;"area";0;0;0;0;0;0;0;0;0
"677";2096;"cattle";0;0;0;0;0;0;0;0;0
"678";2096;"gpv";2416050;60288;577600;598000;552690;260610;393224;367184;403740
"679";2096;"production";80535;1855;14440;14950;13500;9308;12350;21200;18000
"680";2096;"slaughter";0;0;0;0;0;0;0;0;0
"681";2097;"area";0;0;0;0;0;0;0;;
"682";2097;"cattle";0;0;0;0;0;0;0;;
"683";2097;"gpv";66000;56316;63600;22000;12800;11828955;210;;
"684";2097;"production";330;240;212;55;32;25064;21;;
"685";2097;"slaughter";0;0;0;0;0;0;0;;
"686";2102;"area";;30;16;19;18;14;18;32;33
"687";2102;"cattle";;0;0;0;0;0;0;0;0
"688";2102;"gpv";;2611170;2274300;2562732;1027230;1228636;1541112;2891700;2436810
"689";2102;"production";;458;227;220;177;151;244;564;564
"690";2102;"slaughter";;0;0;0;0;0;0;0;0
"691";2104;"area";0;0;0;;;;;;
"692";2104;"cattle";0;0;0;;;;;;
"693";2104;"gpv";7200;39000;133945;;;;;;
"694";2104;"production";240;1300;4110;;;;;;
"695";2104;"slaughter";0;0;0;;;;;;
"696";2110;"area";127;117;138;134;142;143;143;138;135
"697";2110;"cattle";0;0;0;0;0;0;0;0;0
"698";2110;"gpv";1980223;1967818;2438292;2480660;3014516;4361820;7558819;3932666;3991353
"699";2110;"production";398;378;500;478;534;629;1026;648;661
"700";2110;"slaughter";0;0;0;0;0;0;0;0;0
"701";2111;"area";81;87;116;94;67;70;71;75;77
"702";2111;"cattle";0;0;0;0;0;0;0;0;0
"703";2111;"gpv";1728596;2858220;4594696;3655675;2772065;3184406;3939478;4977289;3568392
"704";2111;"production";1295;1590;2370;1810;1058;1121;1078;1039;1025
"705";2111;"slaughter";0;0;0;0;0;0;0;0;0
"706";2115;"area";8;9;6;7;6;6;2;6;13
"707";2115;"cattle";0;0;0;0;0;0;0;0;0
"708";2115;"gpv";26757;6421;14938;10548;44525;95918;8856;10450;8685
"709";2115;"production";28770;12840;15400;11720;30920;51020;4920;5500;5790
"710";2115;"slaughter";0;0;0;0;0;0;0;0;0
"711";2141;"area";1220;1434;1347;1362;1340;1324;1295;1312;1297
"712";2141;"cattle";0;0;0;0;0;0;0;0;0
"713";2141;"gpv";22263172;35917560;38618462;46392864;42121753;44187011;37465953;37589774;18915754
"714";2141;"production";17872;21387;22990;24946;23804;24022;21664;21491;20337
"715";2141;"slaughter";0;0;0;0;0;0;0;0;0
"716";2150;"area";0;0;0;;;;;;
"717";2150;"cattle";0;0;0;;;;;;
"718";2150;"gpv";3000;3000;3200;;;;;;
"719";2150;"production";5000;5000;4000;;;;;;
"720";2150;"slaughter";0;0;0;;;;;;
"721";2190;"area";33;5;5;6;11;6;7;15;13
"722";2190;"cattle";0;0;0;0;0;0;0;0;0
"723";2190;"gpv";936139;24150;25042;23135;93359;102820;71854;383370;549876
"724";2190;"production";624093;17250;15651;12642;45101;35455;13739;60756;84079
"725";2190;"slaughter";0;0;0;0;0;0;0;0;0
"726";2220;"area";501;576;566;647;507;597;409;542;489
"727";2220;"cattle";0;0;0;0;0;0;0;0;0
"728";2220;"gpv";9866443;17778015;21897288;16782564;15399715;17495133;11079728;21723456;29385764
"729";2220;"production";9880;12262;11902;13758;9937;11744;9157;11315;10348
"730";2220;"slaughter";0;0;0;0;0;0;0;0;0
"731";2250;"area";229;231;237;227;230;228;226;246;245
"732";2250;"cattle";0;0;0;0;0;0;0;0;0
"733";2250;"gpv";5162550;5946564;6372708;6352181;7668780;8880676;8317662;10375363;15276600
"734";2250;"production";3639;3814;3602;3276;3368;3340;3226;3692;3693
"735";2250;"slaughter";0;0;0;0;0;0;0;0;0
"736";2300;"area";656;669;683;680;677;697;644;656;668
"737";2300;"cattle";0;0;0;0;0;0;0;0;0
"738";2300;"gpv";5663787;6409935;6501600;7426925;9627104;7743580;8593166;10271570;10549176
"739";2300;"production";12992;13083;13546;13506;13013;13352;12103;12084;11989
"740";2300;"slaughter";0;0;0;0;0;0;0;0;0
"741";2302;"area";10;16;16;15;14;14;17;20;23
"742";2302;"cattle";0;0;0;0;0;0;0;0;0
"743";2302;"gpv";103731;189849;374934;188532;134705;315230;387040;520648;548669
"744";2302;"production";88;159;159;105;94;109;163;172;162
"745";2302;"slaughter";0;0;0;0;0;0;0;0;0
"746";2304;"area";0;0;0;0;0;0;0;0;0
"747";2304;"cattle";0;0;0;0;0;0;0;0;0
"748";2304;"gpv";48000;36360;49880;44785;22000;24900;44802;49140;141423
"749";2304;"production";96000;101000;116000;84500;40000;41500;39300;39000;79900
"750";2304;"slaughter";0;0;0;0;0;0;0;0;0
"751";2320;"area";50;52;55;52;51;48;36;36;31
"752";2320;"cattle";0;0;0;0;0;0;0;0;0
"753";2320;"gpv";877749;1032030;1801190;1594739;1660608;1383120;1495884;1178790;1108880
"754";2320;"production";987;1147;1242;1256;1230;1152;869;847;664
"755";2320;"slaughter";0;0;0;0;0;0;0;0;0
"756";2350;"area";2453;2397;1935;1533;1570;1573;1394;1424;1396
"757";2350;"cattle";0;0;0;0;0;0;0;0;0
"758";2350;"gpv";81573946;104238358;85707181;78363631;82890727;66166171;68298941;81001814;78475921
"759";2350;"production";78035;76306;58490;54221;47455;48056;42240;47011;46000
"760";2350;"slaughter";0;0;0;0;0;0;0;0;0
"761";2352;"area";191;195;172;141;159;167;166;202;207
"762";2352;"cattle";0;0;0;0;0;0;0;0;0
"763";2352;"gpv";6472497;7830960;7614852;6182574;7866639;15116868;6820604;12655480;7983154
"764";2352;"production";2435;1952;2260;1641;1620;1735;1748;2013;2211
"765";2352;"slaughter";0;0;0;0;0;0;0;0;0
"766";2353;"area";2405;2538;2634;2603;2633;2667;2614;2543;2669
"767";2353;"cattle";0;0;0;0;0;0;0;0;0
"768";2353;"gpv";59468942;64765241;83080329;98740980;98742245;83147674;83486279;92268331;86073212
"769";2353;"production";53865;57373;65709;70897;71735;71863;67512;69137;64483
"770";2353;"slaughter";0;0;0;0;0;0;0;0;0
"771";2370;"area";604;652;639;704;771;691;678;711;918
"772";2370;"cattle";0;0;0;0;0;0;0;0;0
"773";2370;"gpv";15002194;15439300;17292305;18201200;23500125;23466955;20344000;29654570;31109910
"774";2370;"production";8143;8537;8279;8797;9405;8297;8142;8357;7981
"775";2370;"slaughter";0;0;0;0;0;0;0;0;0
"776";2390;"area";8560;8708;8428;8391;9494;8888;8580;8945;9119
"777";2390;"cattle";0;0;0;0;0;0;0;0;0
"778";2390;"gpv";104823356;133326422;112831305;110325982;167425276;115778251;119817792;202907288;130161953
"779";2390;"production";346937;338763;322710;321118;340442;333861;332831;337581;325117
"780";2390;"slaughter";0;0;0;0;0;0;0;0;0
"781";2391;"area";276;283;318;312;323;299;272;275;264
"782";2391;"cattle";0;0;0;0;0;0;0;0;0
"783";2391;"gpv";5398388;7076808;6998864;7897617;9493027;10335566;8545739;12078820;10014326
"784";2391;"production";4174;4372;5108;4818;5001;4810;4386;4646;4207
"785";2391;"slaughter";0;0;0;0;0;0;0;0;0
"786";2419;"area";39;40;39;41;36;37;30;31;28
"787";2419;"cattle";0;0;0;0;0;0;0;0;0
"788";2419;"gpv";1022675;1287600;1234800;1547040;1446774;1331222;1102620;1347280;1134828
"789";2419;"production";1075;1160;1176;1172;984;1016;782;766;653
"790";2419;"slaughter";0;0;0;0;0;0;0;0;0
"791";2420;"area";434;450;471;471;691;689;704;698;688
"792";2420;"cattle";0;0;0;0;0;0;0;0;0
"793";2420;"gpv";27977723;47914026;50472332;49757255;101332230;89870368;106199434;90595704;70056548
"794";2420;"production";6877;9204;9768;10591;17748;20065;18603;17835;14359
"795";2420;"slaughter";0;0;0;0;0;0;0;0;0
"796";2456;"area";3784;3086;2647;2718;2633;2669;2413;2512;2499
"797";2456;"cattle";0;0;0;0;0;0;0;0;0
"798";2456;"gpv";381663961;437634073;316902437;384352875;320396227;352090448;314371681;495298248;316874285
"799";2456;"production";230170;181660;148543;165954;155962;161647;143954;148147;151620
"800";2456;"slaughter";0;0;0;0;0;0;0;0;0
"801";2457;"area";2046;1862;1786;1740;1818;1638;1468;1644;1603
"802";2457;"cattle";0;0;0;0;0;0;0;0;0
"803";2457;"gpv";141694521;175113924;264546239;196428114;322187712;147794184;196375771;270111898;216835346
"804";2457;"production";123546;94590;105971;109236;105985;97405;88549;95305;98958
"805";2457;"slaughter";0;0;0;0;0;0;0;0;0
"806";2459;"area";17;31;62;61;89;122;134;165;176
"807";2459;"cattle";0;0;0;0;0;0;0;0;0
"808";2459;"gpv";1040577;2026323;6010977;3333037;8380554;8180640;11467878;12895794;13100728
"809";2459;"production";348;578;1514;1033;1998;2626;3137;3774;4147
"810";2459;"slaughter";0;0;0;0;0;0;0;0;0
"811";3000;"area";0;0;0;0;;;;;
"812";3000;"cattle";0;0;0;0;;;;;
"813";3000;"gpv";3457729;5643379;5645953;45487032;;;;;
"814";3000;"production";408715;483166;429350;3163215;;;;;
"815";3000;"slaughter";0;0;0;0;;;;;
"816";3001;"area";0;0;0;0;0;0;0;0;0
"817";3001;"cattle";0;0;0;0;0;0;0;0;0
"818";3001;"gpv";62661024;63701024;77822162;62771504;56996434;62128515;72821329;81920708;84426916
"819";3001;"production";17405840;17893546;20161182;15891520;14466100;15649500;16895900;17066814;15634614
"820";3001;"slaughter";0;0;0;0;0;0;0;0;0
"821";3007;"area";0;0;0;0;0;0;0;0;0
"822";3007;"cattle";0;0;0;0;0;0;0;0;0
"823";3007;"gpv";126038;565444;304902;238253;348159;1400670;433406;356124;47327
"824";3007;"production";22825;90300;42123;44800;72350;195980;59783;51470;5850
"825";3007;"slaughter";0;0;0;0;0;0;0;0;0
"826";3010;"area";0;0;0;;;;;;
"827";3010;"cattle";0;0;0;;;;;;
"828";3010;"gpv";2142;2200;1800;;;;;;
"829";3010;"production";1700;2200;1800;;;;;;
"830";3010;"slaughter";0;0;0;;;;;;
"831";3012;"area";0;0;0;0;0;0;0;0;0
"832";3012;"cattle";0;0;0;0;0;0;0;0;0
"833";3012;"gpv";99900;81830;233240;48177;37647;76270;22200;18883;19150
"834";3012;"production";222000;116900;119000;90900;80100;131500;37000;22480;19150
"835";3012;"slaughter";0;0;0;0;0;0;0;0;0
"836";3014;"area";;;;;;;;;0
"837";3014;"cattle";;;;;;;;;0
"838";3014;"gpv";;;;;;;;;627626
"839";3014;"production";;;;;;;;;39673
"840";3014;"slaughter";;;;;;;;;0
"841";3015;"area";0;0;0;;;;;;
"842";3015;"cattle";0;0;0;;;;;;
"843";3015;"gpv";8864;13120;14856;;;;;;
"844";3015;"production";1020;1270;1200;;;;;;
"845";3015;"slaughter";0;0;0;;;;;;
"846";3017;"area";0;0;0;;;;;;
"847";3017;"cattle";0;0;0;;;;;;
"848";3017;"gpv";13521;19154;13366;;;;;;
"849";3017;"production";5220;5650;4100;;;;;;
"850";3017;"slaughter";0;0;0;;;;;;
"851";3018;"area";0;0;0;;;;;;
"852";3018;"cattle";0;0;0;;;;;;
"853";3018;"gpv";1590;1680;1250;;;;;;
"854";3018;"production";600;600;500;;;;;;
"855";3018;"slaughter";0;0;0;;;;;;
"856";3019;"area";0;0;0;0;0;0;0;0;0
"857";3019;"cattle";0;0;0;0;0;0;0;0;0
"858";3019;"gpv";62757;49350;29694;137431;272117;499995;263419;278388;198783
"859";3019;"production";9640;9400;6060;26480;39210;71530;35937;33300;21490
"860";3019;"slaughter";0;0;0;0;0;0;0;0;0
"861";3030;"area";0;0;0;0;;;;;
"862";3030;"cattle";0;0;0;0;;;;;
"863";3030;"gpv";37382;38788;6593;2686;;;;;
"864";3030;"production";5265;5350;950;370;;;;;
"865";3030;"slaughter";0;0;0;0;;;;;
"866";3031;"area";1;1;2;;;;;;
"867";3031;"cattle";0;0;0;;;;;;
"868";3031;"gpv";19540;13409;15165;;;;;;
"869";3031;"production";1030;1012;1195;;;;;;
"870";3031;"slaughter";0;0;0;;;;;;
"871";3037;"area";0;0;0;;;;;;
"872";3037;"cattle";0;0;0;;;;;;
"873";3037;"gpv";89586;79381;68817;;;;;;
"874";3037;"production";15800;16300;10150;;;;;;
"875";3037;"slaughter";0;0;0;;;;;;
"876";3043;"area";0;0;0;;;;;;
"877";3043;"cattle";0;0;0;;;;;;
"878";3043;"gpv";75118;72688;116384;;;;;;
"879";3043;"production";12907;11200;16770;;;;;;
"880";3043;"slaughter";0;0;0;;;;;;
"881";3045;"area";0;0;0;0;0;0;0;0;0
"882";3045;"cattle";0;0;0;0;0;0;0;0;0
"883";3045;"gpv";62738;46565;50250;46853;66960;66300;38950;32810;34563
"884";3045;"production";5250;3350;3350;2990;3720;3900;2500;1930;2765
"885";3045;"slaughter";0;0;0;0;0;0;0;0;0
"886";3047;"area";0;0;0;0;0;0;0;0;0
"887";3047;"cattle";0;0;0;0;0;0;0;0;0
