"variable_code";"variable";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"2150";7493;"slaughter";85000;95000;125000;125000;90000;120000;80000;0;0
"2151";7501;"area";0;0;0;0;0;0;0;0;0
"2152";7501;"cattle";0;0;0;0;0;0;0;0;0
"2153";7501;"gpv";32376251;23924219;41664004;47514531;41316386;46201978;55084090;71993885;89612341
"2154";7501;"production";0;0;0;0;0;0;0;385448;425550
"2155";7501;"slaughter";246789;180098;294716;308576;260737;298366;348435;0;0
"2156";7507;"area";0;0;0;0;0;0;0;0;0
"2157";7507;"cattle";0;0;0;0;0;0;0;0;0
"2158";7507;"gpv";702079;662466;873642;988696;1074042;1897226;1339980;1958885;1747200
"2159";7507;"production";0;0;0;0;0;0;0;273970;232960
"2160";7507;"slaughter";192350;157730;188285;190500;181120;263870;194200;0;0
"2161";7508;"area";0;0;0;0;0;0;0;0;0
"2162";7508;"cattle";0;0;0;0;0;0;0;0;0
"2163";7508;"gpv";980056;971604;788914;1293564;1371765;1184127;953054;1425422;1116908
"2164";7508;"production";0;0;0;0;0;0;0;169290;122200
"2165";7508;"slaughter";189200;177300;145556;223800;209750;174650;145950;0;0
"2166";7509;"area";0;0;0;0;0;0;0;0;0
"2167";7509;"cattle";0;0;0;0;0;0;0;0;0
"2168";7509;"gpv";41000;1000;37698;78650;144900;89100;432000;5250;5250
"2169";7509;"production";0;0;0;0;0;0;0;150;150
"2170";7509;"slaughter";4100;100;2980;6050;10500;4950;24000;0;0
"2171";7511;"area";0;0;0;0;0;0;0;0;0
"2172";7511;"cattle";0;0;0;0;0;0;0;0;0
"2173";7511;"gpv";742590;832140;593250;1245594;1553116;1558044;1776907;1979528;2146380
"2174";7511;"production";0;0;0;0;0;0;0;279200;271350
"2175";7511;"slaughter";111000;134000;105000;197400;220300;229800;257150;0;0
"2176";7512;"area";0;0;0;0;0;0;0;0;0
"2177";7512;"cattle";0;0;0;0;0;0;0;0;0
"2178";7512;"gpv";400423;605183;249240;534267;573688;392597;363011;610347;657622
"2179";7512;"production";0;0;0;0;0;0;0;78350;74900
"2180";7512;"slaughter";76126;89260;49848;102350;90630;73520;54100;0;0
"2181";7513;"area";0;0;0;0;0;0;0;0;0
"2182";7513;"cattle";0;0;0;0;0;0;0;0;0
"2183";7513;"gpv";1554217;4840079;5829760;3925546;5241440;3193220;5639740;9010857;8013991
"2184";7513;"production";0;0;0;0;0;0;0;2047922;3094205
"2185";7513;"slaughter";1872550;2688933;3643600;2996600;3275900;1596610;2506551;0;0
"2186";7514;"area";0;0;0;0;0;0;0;0;0
"2187";7514;"cattle";0;0;0;0;0;0;0;0;0
"2188";7514;"gpv";747232;1067655;738151;1043903;977700;1049625;974267;977812;640722
"2189";7514;"production";0;0;0;0;0;0;0;156200;120210
"2190";7514;"slaughter";201410;220590;133000;151730;153485;155500;144550;0;0
"2191";7515;"area";0;0;0;0;0;0;0;0;0
"2192";7515;"cattle";0;0;0;0;0;0;0;0;0
"2193";7515;"gpv";22527760;21092500;22825550;23311200;30078730;36992340;38824500;46486692;37752400
"2194";7515;"production";0;0;0;0;0;0;0;3032400;2780000
"2195";7515;"slaughter";2972000;2750000;2585000;2640000;2819000;2826000;2986500;0;0
"2196";7516;"area";0;0;0;0;0;0;0;0;0
"2197";7516;"cattle";0;0;0;0;0;0;0;0;0
"2198";7516;"gpv";1193094;1385750;1939624;2033114;2731984;2556377;2525204;2642103;1745348
"2199";7516;"production";0;0;0;0;0;0;0;393170;365900
"2200";7516;"slaughter";314800;315660;489804;471720;544220;439240;395800;0;0
"2201";7517;"area";0;0;0;0;0;0;0;0;0
"2202";7517;"cattle";0;0;0;0;0;0;0;0;0
"2203";7517;"gpv";12376015;12723854;12800415;12967170;16539414;17702388;17095866;19237752;19173432
"2204";7517;"production";0;0;0;0;0;0;0;2788080;2655600
"2205";7517;"slaughter";2898364;2878700;2870048;2818950;2958750;2980200;2821100;0;0
"2206";7518;"area";0;0;0;0;0;0;0;0;0
"2207";7518;"cattle";0;0;0;0;0;0;0;0;0
"2208";7518;"gpv";11848075;13327643;14776442;16150087;18858787;20686341;19150444;26250309;18541077
"2209";7518;"production";0;0;0;0;0;0;0;2872025;2111740
"2210";7518;"slaughter";2403260;2445439;2852595;2931050;3148378;3177625;2791610;0;0
"2211";7519;"area";0;0;0;0;0;0;0;0;0
"2212";7519;"cattle";0;0;0;0;0;0;0;0;0
"2213";7519;"gpv";147479751;200966472;222291745;281592895;385732621;488758985;614870561;656586337;776658076
"2214";7519;"production";0;0;0;0;0;0;0;137938301;139435920
"2215";7519;"slaughter";38912863;50116327;57291687;70930200;85718360;102680459;125228220;0;0
"2216";7520;"area";0;0;0;0;0;0;0;0;0
"2217";7520;"cattle";0;0;0;0;0;0;0;0;0
"2218";7520;"gpv";19734402;33295044;31041203;24179483;25791652;29199597;31485334;29321078;24271464
"2219";7520;"production";0;0;0;0;0;0;0;3730417;3095850
"2220";7520;"slaughter";3892387;4846440;4031325;4070620;3896020;4061140;3891883;0;0
"2221";7579;"area";7;4;4;4;0;0;0;0;0
"2222";7579;"cattle";0;0;0;0;0;0;0;0;0
"2223";7579;"gpv";36080;44000;63540;147900;68790;45813;48600;678825;147030
"2224";7579;"production";225500;220000;211800;493000;229300;183250;162000;150850;2940600
"2225";7579;"slaughter";0;0;0;0;0;0;0;0;0
"2226";7590;"area";0;0;0;0;0;0;0;0;0
"2227";7590;"cattle";0;0;0;0;0;0;0;0;0
"2228";7590;"gpv";464204;258551;346914;423321;25465;85752;71155;66150;293020
"2229";7590;"production";0;0;0;0;0;0;0;0;0
"2230";7590;"slaughter";36427;18678;14542;17276;1077;3500;2033;1890;2093
