code;city;region_code;region;code_variable;variable;group_code;standard;area;production;slaughter;gpv;cattle;production2
4128203;União da Vitória;8203;União da Vitória;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;2500;72000;;6.224.400,00;;72000
4128203;União da Vitória;8203;União da Vitória;5230;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;E;M3;;7000;;650.300,00;;7000
4128203;União da Vitória;8203;União da Vitória;602;MADEIRAS - EM TORA P/SERRARIA - PINHEIRO DO PARANA;E;M3;;3000;;546.060,00;;3000
4128203;União da Vitória;8203;União da Vitória;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;2600;100000;;7.994.000,00;;100000
4128203;União da Vitória;8203;União da Vitória;5220;MADEIRAS - LENHA;E;M3;;180000;;6.143.400,00;;180000
4128203;União da Vitória;8203;União da Vitória;203;MANDIOCA CONSUMO (HUMANO);A;TON;35;595;;463.981,00;;595
4128203;União da Vitória;8203;União da Vitória;201;MANDIOCA INDUSTRIA;A;TON;290;4640;;1.178.606,40;;4640
4128203;União da Vitória;8203;União da Vitória;7120;MARRECO (PARA CORTE);D;KG;;1500;1000;11.000,00;1500;
4128203;União da Vitória;8203;União da Vitória;7200;MEL;D;KG;;26000;;140.920,00;;26000
4128203;União da Vitória;8203;União da Vitória;1807;MELANCIA;C;TON;100;2000;;924.960,00;;2000
4128203;União da Vitória;8203;União da Vitória;1806;MELAO;C;TON;6;55;;92.140,95;;55
4128203;União da Vitória;8203;União da Vitória;199;MILHO SAFRA NORMAL;A;TON;10700;86135;;31.381.564,55;;86135
4128203;União da Vitória;8203;União da Vitória;198;MILHO SAFRINHA;A;TON;150;330;;133.871,10;;330
4128203;União da Vitória;8203;União da Vitória;3853;MILHO VERDE (espiga);B;UNI;14;640000;;256.000,00;;640000
4128203;União da Vitória;8203;União da Vitória;197;MILHO-PIPOCA;A;TON;2;4;;3.150,84;;4
4128203;União da Vitória;8203;União da Vitória;2300;MORANGA;B;TON;5;40;;17.439,60;;40
4128203;União da Vitória;8203;União da Vitória;1805;MORANGO (moranguinho);C;TON;4;80;;362.832,00;;80
4128203;União da Vitória;8203;União da Vitória;4137;MUDAS DE ERVA MATE;E;UNI;;800000;;520.000,00;;800000
4128203;União da Vitória;8203;União da Vitória;4130;MUDAS DE EUCALIPTO;E;UNI;;1100000;;242.000,00;;1100000
4128203;União da Vitória;8203;União da Vitória;4133;MUDAS DE PINUS;E;UNI;;450000;;103.500,00;;450000
4128203;União da Vitória;8203;União da Vitória;2320;NABO;B;TON;1;10;;8.896,70;;10
4128203;União da Vitória;8203;União da Vitória;7018;NOVILHAS;D;CAB;;;616;519.657,60;0;
4128203;União da Vitória;8203;União da Vitória;7080;OVINOS (PARA CORTE);D;KG;;4000;3000;366.750,00;4000;
4128203;União da Vitória;8203;União da Vitória;7106;OVOS DE CODORNA (PARA CONSUMO);D;DZ;;5000;;4.600,00;;5000
4128203;União da Vitória;8203;União da Vitória;7109;OVOS DE GALINHA (FECUNDADO);D;DZ;0;161756;;732.754,68;;161756
4128203;União da Vitória;8203;União da Vitória;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;185000;;283.050,00;;185000
4128203;União da Vitória;8203;União da Vitória;2353;PEPINO;B;TON;25;400;;441.636,00;;400
4128203;União da Vitória;8203;União da Vitória;1861;PERA;C;TON;10;100;;151.389,00;;100
4128203;União da Vitória;8203;União da Vitória;7520;PESCADO DE AGUA DOCE (DE CAPTURA);D;KG;;;35000;177.450,00;;0
4128203;União da Vitória;8203;União da Vitória;1860;PESSEGO;C;TON;10;100;;193.000,00;;100
4128203;União da Vitória;8203;União da Vitória;2350;PIMENTAO;B;TON;2;15;;15.680,70;;15
4128203;União da Vitória;8203;União da Vitória;1862;PINHAO;E;KG;;38000;;45.980,00;;38000
4128203;União da Vitória;8203;União da Vitória;7320;PROPOLIS;D;KG;;200;;8.278,00;;200
4128203;União da Vitória;8203;União da Vitória;2391;RABANETE;B;TON;2;20;;25.870,80;;20
4128203;União da Vitória;8203;União da Vitória;2390;REPOLHO;B;TON;40;1600;;483.424,00;;1600
4128203;União da Vitória;8203;União da Vitória;5311;RESIDUOS FLORESTAIS;E;TON;;35000;;1.312.850,00;;35000
4128203;União da Vitória;8203;União da Vitória;70;RUCULA;B;TON;1;5;;9.212,20;;5
4128203;União da Vitória;8203;União da Vitória;2420;SALSA (SALSINHA);B;TON;2;10;;40.713,50;;10
4128203;União da Vitória;8203;União da Vitória;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;;8000;;706.720,00;;8000
4128203;União da Vitória;8203;União da Vitória;302;SOJA SAFRA NORMAL;A;TON;21200;65720;;54.963.607,60;;65720
4128203;União da Vitória;8203;União da Vitória;303;SOJA SAFRINHA;A;TON;1800;2880;;2.880.000,00;;2880
4128203;União da Vitória;8203;União da Vitória;7088;SUINO FEMEA P/ REPRODUCAO;D;CAB;0;;1258;940.958,84;0;
4128203;União da Vitória;8203;União da Vitória;7089;SUINO MACHO P/ REPRODUCAO;D;CAB;;;106;241.384,26;0;
4128203;União da Vitória;8203;União da Vitória;7330;SUINOS - LEITOES P/ CORTE;D;KG;;0;1500;108.150,00;0;
4128203;União da Vitória;8203;União da Vitória;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;12672;1.197.250,56;0;
4128203;União da Vitória;8203;União da Vitória;7097;SUINOS-COMUM (para abate);D;KG;0;6000;6000;648.000,00;6000;
4128203;União da Vitória;8203;União da Vitória;7096;SUINOS-RACA  (PARA ABATE);D;KG;;8000;25000;4.842.500,00;8000;
4128203;União da Vitória;8203;União da Vitória;1516;TANGERINA MONTENEGRINA;C;TON;10;100;;102.152,00;;100
4128203;União da Vitória;8203;União da Vitória;1563;TANGERINA PONKAN;C;TON;6;60;;24.268,20;;60
4128203;União da Vitória;8203;União da Vitória;7519;TILAPIA;D;KG;;0;7000;26.530,00;;0
4128203;União da Vitória;8203;União da Vitória;2456;TOMATE SAFRAO;B;TON;4;220;;364.817,20;;220
4128203;União da Vitória;8203;União da Vitória;7019;TOUROS;D;CAB;;;10;21.471,40;0;
4128203;União da Vitória;8203;União da Vitória;330;TRIGO;A;TON;1350;2767,5;;1.646.192,03;;2767,5
4128203;União da Vitória;8203;União da Vitória;1922;UVA VINIFERA;C;TON;13;124;;172.360,00;;124
4128203;União da Vitória;8203;União da Vitória;7025;VACA (PARA CORTE);D;KG;;;1400;1.426.320,00;0;
4128203;União da Vitória;8203;União da Vitória;7024;VACA (PARA CRIA);D;CAB;;;513;710.033,04;0;
4104808;Cascavel;4808;Cascavel;1502;ABACATE;C;TON;2;40;;33.900,00;;40
4104808;Cascavel;4808;Cascavel;1501;ABACAXI;C;TON;1;30;;36.243,90;;30
4104808;Cascavel;4808;Cascavel;2002;ABOBORA (seca/madura);B;TON;8;165;;101.989,80;;165
4104808;Cascavel;4808;Cascavel;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;12;198;;127.504,08;;198
4104808;Cascavel;4808;Cascavel;2016;ABOBRINHA VERDE;B;TON;8;112;;89.308,80;;112
4104808;Cascavel;4808;Cascavel;15;ACEROLA;C;TON;3;25;;21.872,50;;25
4104808;Cascavel;4808;Cascavel;2001;ALFACE;B;TON;19;280;;244.843,20;;280
4104808;Cascavel;4808;Cascavel;2004;ALHO;B;TON;1;3,5;;19.958,40;;3,5
4104808;Cascavel;4808;Cascavel;2009;ALMEIRAO;B;TON;1,5;43;;71.619,94;;43
4104808;Cascavel;4808;Cascavel;12;AMENDOIM SAFRA DAS AGUAS;A;TON;5;8;;15.264,00;;8
4104808;Cascavel;4808;Cascavel;5;ARROZ IRRIGADO;A;TON;125;812,5;;502.799,38;;812,5
4104808;Cascavel;4808;Cascavel;3521;AVEIA PRETA (GRAO);A;TON;250;300;;149.565,00;;300
4104808;Cascavel;4808;Cascavel;1520;BANANA;C;TON;55;1925;;796.257,00;;1925
4104808;Cascavel;4808;Cascavel;2044;BATATA DOCE;B;TON;20;380;;325.967,80;;380
4104808;Cascavel;4808;Cascavel;2042;BERINJELA;B;TON;1;18;;17.161,92;;18
4104808;Cascavel;4808;Cascavel;2043;BETERRABA;B;TON;5;75;;54.391,50;;75
4104808;Cascavel;4808;Cascavel;7016;BEZERRAS;D;CAB;;;333;192.454,02;0;
4104808;Cascavel;4808;Cascavel;7015;BEZERROS;D;CAB;;;484;327.822,88;0;
4104808;Cascavel;4808;Cascavel;7010;BOVINOS (BOI GORDO);D;KG;;26257;3193;4.774.173,60;26257;
4104808;Cascavel;4808;Cascavel;2041;BROCOLOS;B;TON;3;34;;52.566,72;;34
4104808;Cascavel;4808;Cascavel;7020;BUBALINOS (PARA CORTE);D;KG;;19;18;26.409,60;19;
4104808;Cascavel;4808;Cascavel;40;CAFE;A;TON;3;3;;16.380,00;;3
4104808;Cascavel;4808;Cascavel;7310;CAMA DE AVIARIO;D;TON;;24258;;1.657.549,14;;24258
4104808;Cascavel;4808;Cascavel;41;CANA-DE-ACUCAR;A;TON;50;3000;;160.680,00;;3000
4104808;Cascavel;4808;Cascavel;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;;19000;;837.330,00;;19000
4104808;Cascavel;4808;Cascavel;7040;CAPRINOS (PARA CORTE);D;KG;;500;250;28.860,00;500;
4104808;Cascavel;4808;Cascavel;1556;CAQUI;C;TON;3;20;;23.700,00;;20
4104808;Cascavel;4808;Cascavel;7517;CARPA;D;KG;;;35000;149.450,00;;0
4104808;Cascavel;4808;Cascavel;2091;CEBOLINHA (cheiro verde);B;TON;3;45;;155.934,90;;45
4104808;Cascavel;4808;Cascavel;2088;CENOURA;B;TON;9;162;;152.843,76;;162
4104808;Cascavel;4808;Cascavel;7318;CERA DE ABELHA;D;KG;;3500;;48.405,00;;3500
4104808;Cascavel;4808;Cascavel;2086;CHUCHU;B;TON;2;70;;36.718,50;;70
4104808;Cascavel;4808;Cascavel;7145;CODORNA MATRIZ (DESCARTE);D;KG;;2000;2000;1.500,00;2000;
4104808;Cascavel;4808;Cascavel;2087;COENTRO (folhas e ramos desidratados);B;KG;0,5;1100;;11.000,00;;1100
4104808;Cascavel;4808;Cascavel;2080;COUVE;B;TON;1;15;;16.631,40;;15
4104808;Cascavel;4808;Cascavel;2092;COUVE CHINESA;B;TON;0,5;12;;4.758,84;;12
4104808;Cascavel;4808;Cascavel;2081;COUVE-FLOR;B;TON;1;15;;51.862,50;;15
4104808;Cascavel;4808;Cascavel;7455;EQUINOS (PARA CORTE);D;KG;;450;;                        -  ;450;
4104808;Cascavel;4808;Cascavel;7052;EQUINOS > 1 ANO (PARA TRABALHO);D;UNI;;;19;23.298,75;0;
4104808;Cascavel;4808;Cascavel;7312;ESTERCO DE POEDEIRA;D;TON;;232;;20.026,24;;232
4104808;Cascavel;4808;Cascavel;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;96990;;5.610.871,50;;96990
4104808;Cascavel;4808;Cascavel;93;FEIJAO SAFRA DA SECA;A;TON;266;266;;559.219,78;;266
4104808;Cascavel;4808;Cascavel;92;FEIJAO SAFRA DAS AGUAS;A;TON;200;320;;552.585,60;;320
4104808;Cascavel;4808;Cascavel;2141;FEIJAO-VAGEM;B;TON;1;15;;18.688,80;;15
4104808;Cascavel;4808;Cascavel;3517;FENO OUTROS;D;TON;;1125;;345.521,25;;1125
4104808;Cascavel;4808;Cascavel;1690;FIGO;C;TON;1;10;;37.732,30;;10
4104808;Cascavel;4808;Cascavel;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;2658376;17279947;79.492.940,18;2658376;
4104808;Cascavel;4808;Cascavel;1695;FRUTA DO CONDE;C;TON;0,5;9;;11.402,82;;9
4104808;Cascavel;4808;Cascavel;91;FUMO;A;TON;565,6;1010,7;;6.048.483,62;;1010,7
4104808;Cascavel;4808;Cascavel;7119;GALINHA / FRANGO SEMI-CAIPIRA;D;KG;;2500;5000;57.510,00;2500;
4104808;Cascavel;4808;Cascavel;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;30000;90000;1.145.250,00;30000;
4104808;Cascavel;4808;Cascavel;7178;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);D;KG;;16000;9430;15.766,96;16000;
4104808;Cascavel;4808;Cascavel;7017;GARROTES;D;CAB;;;715;645.330,40;0;
4104808;Cascavel;4808;Cascavel;1720;GOIABA;C;TON;3;30;;57.614,70;;30
4104808;Cascavel;4808;Cascavel;3001;GRAMADO;F;M2;;400000;;1.440.000,00;;400000
4104808;Cascavel;4808;Cascavel;1780;JABUTICABA;C;TON;1,5;30;;40.713,00;;30
4104808;Cascavel;4808;Cascavel;7083;LA;D;KG;;2000;;4.680,00;;2000
4104808;Cascavel;4808;Cascavel;1561;LARANJA;C;TON;5;48;;12.348,96;;48
4104808;Cascavel;4808;Cascavel;7014;LEITE;D;MLT;;31450;;25.160.000,00;;31450
4104808;Cascavel;4808;Cascavel;7045;LEITE DE CABRA;D;LIT;;25000;;43.250,00;;25000
4104808;Cascavel;4808;Cascavel;1562;LIMAO;C;TON;2;20;;15.200,20;;20
4104808;Cascavel;4808;Cascavel;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;420;;;                        -  ;;0
4104808;Cascavel;4808;Cascavel;5220;MADEIRAS - LENHA;E;M3;;23000;;784.990,00;;23000
4104808;Cascavel;4808;Cascavel;203;MANDIOCA CONSUMO (HUMANO);A;TON;30;750;;584.850,00;;750
4104808;Cascavel;4808;Cascavel;201;MANDIOCA INDUSTRIA;A;TON;300;7500;;1.905.075,00;;7500
4104808;Cascavel;4808;Cascavel;1800;MANGA;C;TON;4;80;;102.400,00;;80
4104808;Cascavel;4808;Cascavel;1803;MARACUJA;C;TON;2;21;;41.312,67;;21
4104808;Cascavel;4808;Cascavel;7200;MEL;D;KG;;40000;;216.800,00;;40000
4104808;Cascavel;4808;Cascavel;1807;MELANCIA;C;TON;20;560;;258.988,80;;560
4104808;Cascavel;4808;Cascavel;1806;MELAO;C;TON;1;25;;41.882,25;;25
4104808;Cascavel;4808;Cascavel;199;MILHO SAFRA NORMAL;A;TON;600;3600;;1.311.588,00;;3600
4104808;Cascavel;4808;Cascavel;198;MILHO SAFRINHA;A;TON;45600;135660;;55.033.192,20;;135660
4104808;Cascavel;4808;Cascavel;3853;MILHO VERDE (espiga);B;UNI;26;870000;;348.000,00;;870000
4104808;Cascavel;4808;Cascavel;2300;MORANGA;B;TON;4;110;;47.958,90;;110
4104808;Cascavel;4808;Cascavel;1805;MORANGO (moranguinho);C;TON;2;36;;163.274,40;;36
4104808;Cascavel;4808;Cascavel;4206;MUDA DE ARVORES PARA ARBORIZACAO;F;UNI;;1000;;15.400,00;;1000
4104808;Cascavel;4808;Cascavel;4762;MUDA DE TAGETE;F;CX;;100;;546;;100
4104808;Cascavel;4808;Cascavel;4619;MUDAS DE ESSENCIAS FLORESTAIS EXOTICAS;E;UNI;;30000;;7.200,00;;30000
4104808;Cascavel;4808;Cascavel;4620;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;E;UNI;;25000;;6.750,00;;25000
4104808;Cascavel;4808;Cascavel;7018;NOVILHAS;D;CAB;;;536;452.169,60;0;
4104808;Cascavel;4808;Cascavel;7350;OVINOS - FEMEAS P/ REPRODUCAO;D;CAB;;;76;32.148,00;0;
4104808;Cascavel;4808;Cascavel;7352;OVINOS - MACHOS P/ REPRODUCAO;D;CAB;;;102;70.777,80;0;
4104808;Cascavel;4808;Cascavel;7080;OVINOS (PARA CORTE);D;KG;;3000;1200;176.040,00;3000;
4104808;Cascavel;4808;Cascavel;7106;OVOS DE CODORNA (PARA CONSUMO);D;DZ;;25000;;23.000,00;;25000
4104808;Cascavel;4808;Cascavel;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;417363;;638.565,39;;417363
4104808;Cascavel;4808;Cascavel;7518;PACU;D;KG;;;40000;197.200,00;;0
4104808;Cascavel;4808;Cascavel;2353;PEPINO;B;TON;8;120;;132.490,80;;120
4104808;Cascavel;4808;Cascavel;7520;PESCADO DE AGUA DOCE (DE CAPTURA);D;KG;;;100000;507.000,00;;0
4104808;Cascavel;4808;Cascavel;1860;PESSEGO;C;TON;0,5;5;;9.650,00;;5
4104808;Cascavel;4808;Cascavel;2350;PIMENTAO;B;TON;1,5;28;;29.270,64;;28
4104808;Cascavel;4808;Cascavel;2370;QUIABO;B;TON;1,5;38;;70.053,38;;38
4104808;Cascavel;4808;Cascavel;2391;RABANETE;B;TON;1;12;;15.522,48;;12
4104808;Cascavel;4808;Cascavel;2390;REPOLHO;B;TON;12;300;;90.642,00;;300
4104808;Cascavel;4808;Cascavel;2420;SALSA (SALSINHA);B;TON;3;45;;183.210,75;;45
4104808;Cascavel;4808;Cascavel;72;SALVIA (flor);F;CX;;100;;556;;100
4104808;Cascavel;4808;Cascavel;4090;SEMENTE DE SOJA;A;TON;;250;;11.477,50;;250
4104808;Cascavel;4808;Cascavel;4095;SEMENTE DE TRIGO;A;TON;;540;;32.119,20;;540
4104808;Cascavel;4808;Cascavel;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;;47400;;4.187.316,00;;47400
4104808;Cascavel;4808;Cascavel;302;SOJA SAFRA NORMAL;A;TON;46000;63848;;53.397.997,84;;63848
4104808;Cascavel;4808;Cascavel;303;SOJA SAFRINHA;A;TON;70;119;;119.000,00;;119
4104808;Cascavel;4808;Cascavel;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;2500;257.500,00;0;
4104808;Cascavel;4808;Cascavel;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;118233;11.170.653,84;0;
4104808;Cascavel;4808;Cascavel;7097;SUINOS-COMUM (para abate);D;KG;;3000;5000;960.000,00;3000;
4104808;Cascavel;4808;Cascavel;7096;SUINOS-RACA  (PARA ABATE);D;KG;;106300;136631;36.644.434,20;106300;
4104808;Cascavel;4808;Cascavel;1516;TANGERINA MONTENEGRINA;C;TON;2;30;;30.645,60;;30
4104808;Cascavel;4808;Cascavel;1515;TANGERINA MURCOTE;C;TON;0,5;8;;6.408,32;;8
4104808;Cascavel;4808;Cascavel;1563;TANGERINA PONKAN;C;TON;4;70;;28.312,90;;70
4104808;Cascavel;4808;Cascavel;7519;TILAPIA;D;KG;;;400000;1.516.000,00;;0
4104808;Cascavel;4808;Cascavel;2457;TOMATE RISCO;B;TON;0,5;25;;28.674,00;;25
4104808;Cascavel;4808;Cascavel;7019;TOUROS;D;CAB;;;50;107.357,00;0;
4104808;Cascavel;4808;Cascavel;330;TRIGO;A;TON;200;540;;321.208,20;;540
4104808;Cascavel;4808;Cascavel;1921;UVA DE MESA;C;TON;5;40;;95.600,00;;40
4104808;Cascavel;4808;Cascavel;1922;UVA VINIFERA;C;TON;15;120;;166.800,00;;120
4104808;Cascavel;4808;Cascavel;7025;VACA (PARA CORTE);D;KG;;;3696;4.079.275,20;0;
4104808;Cascavel;4808;Cascavel;7024;VACA (PARA CRIA);D;CAB;;;884;1.223.526,72;0;
4104808;Cascavel;4808;Cascavel;3854;VASSOURA (SECA C/SEMENTE);A;TON;5;20;;14.289,40;;20
4104808;Cascavel;4808;Cascavel;3043;VINCA;F;CX;;60;;349,2;;60
4127700;Toledo;7700;Toledo;1502;ABACATE;C;TON;1;40;;33.900,00;;40
4127700;Toledo;7700;Toledo;1501;ABACAXI;C;TON;0,6;12;;14.497,56;;12
4127700;Toledo;7700;Toledo;2002;ABOBORA (seca/madura);B;TON;2;42;;25.961,04;;42
4127700;Toledo;7700;Toledo;2016;ABOBRINHA VERDE;B;TON;1;10;;7.974,00;;10
4127700;Toledo;7700;Toledo;15;ACEROLA;C;TON;0,5;6;;5.249,40;;6
4127700;Toledo;7700;Toledo;2001;ALFACE;B;TON;2;32;;27.982,08;;32
4127700;Toledo;7700;Toledo;2013;ALFAVACA (folha desidratada);B;KG;1;1600;;14.400,00;;1600
4127700;Toledo;7700;Toledo;2004;ALHO;B;TON;4;9,6;;54.743,04;;9,6
4127700;Toledo;7700;Toledo;12;AMENDOIM SAFRA DAS AGUAS;A;TON;10;25;;47.700,00;;25
4127700;Toledo;7700;Toledo;14;ARROZ SEQUEIRO;A;TON;10;20;;13.566,60;;20
4127700;Toledo;7700;Toledo;3523;AVEIA BRANCA;A;TON;50;100;;35.450,00;;100
4127700;Toledo;7700;Toledo;3521;AVEIA PRETA (GRAO);A;TON;300;360;;179.478,00;;360
4127700;Toledo;7700;Toledo;1520;BANANA;C;TON;2;28;;11.581,92;;28
4127700;Toledo;7700;Toledo;2044;BATATA DOCE;B;TON;2;42;;36.028,02;;42
4127700;Toledo;7700;Toledo;7016;BEZERRAS;D;CAB;;;384;221.928,96;0;
4127700;Toledo;7700;Toledo;7015;BEZERROS;D;CAB;;;542;367.107,44;0;
4127700;Toledo;7700;Toledo;7010;BOVINOS (BOI GORDO);D;KG;;20135;1450;2.168.040,00;20135;
4127700;Toledo;7700;Toledo;40;CAFE;A;TON;15;22,5;;122.850,00;;22,5
4127700;Toledo;7700;Toledo;3031;CALENDULA (FOLHA SECA);B;KG;0,6;600;;11.382,00;;600
4127700;Toledo;7700;Toledo;7310;CAMA DE AVIARIO;D;TON;;2273;;155.314,09;;2273
4127700;Toledo;7700;Toledo;41;CANA-DE-ACUCAR;A;TON;75;5250;;281.190,00;;5250
4127700;Toledo;7700;Toledo;3528;CAPIM LIMAO / CAPIM SANTO (verde);B;KG;0,9;990;;990;;990
4127700;Toledo;7700;Toledo;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;;6200;;273.234,00;;6200
4127700;Toledo;7700;Toledo;1556;CAQUI;C;TON;0,2;6;;7.110,00;;6
4127700;Toledo;7700;Toledo;7517;CARPA;D;KG;;;17200;73.444,00;;0
4127700;Toledo;7700;Toledo;51;CARQUEJA (seca/desidratada);B;KG;1;900;;5.229,00;;900
4127700;Toledo;7700;Toledo;2088;CENOURA;B;TON;1;16;;15.095,68;;16
4127700;Toledo;7700;Toledo;7318;CERA DE ABELHA;D;KG;;180;;2.489,40;;180
4127700;Toledo;7700;Toledo;7312;ESTERCO DE POEDEIRA;D;TON;;754;;65.085,28;;754
4127700;Toledo;7700;Toledo;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;28076;;1.624.196,60;;28076
4127700;Toledo;7700;Toledo;93;FEIJAO SAFRA DA SECA;A;TON;20;24;;50.455,92;;24
4127700;Toledo;7700;Toledo;92;FEIJAO SAFRA DAS AGUAS;A;TON;20;24;;41.443,92;;24
4127700;Toledo;7700;Toledo;3517;FENO OUTROS;D;TON;;880;;270.274,40;;880
4127700;Toledo;7700;Toledo;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;249076;1494461;7.911.975,43;249076;
4127700;Toledo;7700;Toledo;91;FUMO;A;TON;67,9;129;;771.994,05;;129
4127700;Toledo;7700;Toledo;7178;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);D;KG;;12000;9200;16.081,60;12000;
4127700;Toledo;7700;Toledo;7098;GALINHA REPRODUTORA DESCARTE (PESO VIVO);D;KG;;40000;23200;78.508,80;40000;
4127700;Toledo;7700;Toledo;7017;GARROTES;D;CAB;;;138;124.553,28;0;
4127700;Toledo;7700;Toledo;3001;GRAMADO;F;M2;;235000;;846.000,00;;235000
4127700;Toledo;7700;Toledo;2190;HORTELA/MENTA (verde);B;KG;0,3;696;;1.044,00;;696
4127700;Toledo;7700;Toledo;1561;LARANJA;C;TON;3;30;;7.718,10;;30
4127700;Toledo;7700;Toledo;7014;LEITE;D;MLT;;15943;;12.754.400,00;;15943
4127700;Toledo;7700;Toledo;1562;LIMAO;C;TON;1;12;;9.120,12;;12
4127700;Toledo;7700;Toledo;1801;MACA;C;TON;1,5;12;;13.468,80;;12
4127700;Toledo;7700;Toledo;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;250;;;                        -  ;;0
4127700;Toledo;7700;Toledo;5220;MADEIRAS - LENHA;E;M3;;35000;;1.194.550,00;;35000
4127700;Toledo;7700;Toledo;201;MANDIOCA INDUSTRIA;A;TON;300;7500;;1.905.075,00;;7500
4127700;Toledo;7700;Toledo;1800;MANGA;C;TON;3;40;;51.200,00;;40
4127700;Toledo;7700;Toledo;1803;MARACUJA;C;TON;0,2;4;;7.869,08;;4
4127700;Toledo;7700;Toledo;7200;MEL;D;KG;;6000;;32.520,00;;6000
4127700;Toledo;7700;Toledo;1807;MELANCIA;C;TON;2;40;;18.499,20;;40
4127700;Toledo;7700;Toledo;3220;MELISSA (SECA);B;KG;0,6;790;;6.272,60;;790
4127700;Toledo;7700;Toledo;199;MILHO SAFRA NORMAL;A;TON;1400;10080;;3.672.446,40;;10080
4127700;Toledo;7700;Toledo;198;MILHO SAFRINHA;A;TON;5500;24750;;10.040.332,50;;24750
4127700;Toledo;7700;Toledo;3853;MILHO VERDE (espiga);B;UNI;0,8;45000;;18.000,00;;45000
4127700;Toledo;7700;Toledo;1805;MORANGO (moranguinho);C;TON;1;12;;54.424,80;;12
4127700;Toledo;7700;Toledo;7018;NOVILHAS;D;CAB;;;216;182.217,60;0;
4127700;Toledo;7700;Toledo;89;OREGANO;B;KG;0,5;710;;6.212,50;;710
4127700;Toledo;7700;Toledo;5501;OUTRAS ESPECIARIAS;B;KG;0,8;960;;6.720,00;;960
4127700;Toledo;7700;Toledo;7080;OVINOS (PARA CORTE);D;KG;;2200;960;148.656,00;2200;
4127700;Toledo;7700;Toledo;7109;OVOS DE GALINHA (FECUNDADO);D;DZ;;425312;;1.926.663,36;;425312
4127700;Toledo;7700;Toledo;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;180000;;275.400,00;;180000
4127700;Toledo;7700;Toledo;2353;PEPINO;B;TON;2;24;;26.498,16;;24
4127700;Toledo;7700;Toledo;5453;POEJO ORGANICO (FOLHA SECA);B;KG;0,5;620;;3.100,00;;620
4127700;Toledo;7700;Toledo;2390;REPOLHO;B;TON;1;20;;6.042,80;;20
4127700;Toledo;7700;Toledo;73;SALVIA (verde);B;KG;0,5;600;;882;;600
4127700;Toledo;7700;Toledo;4090;SEMENTE DE SOJA;A;TON;;697;;31.999,27;;697
4127700;Toledo;7700;Toledo;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;;36000;;3.180.240,00;;36000
4127700;Toledo;7700;Toledo;302;SOJA SAFRA NORMAL;A;TON;12700;22034,5;;18.428.113,39;;22034,5
4127700;Toledo;7700;Toledo;303;SOJA SAFRINHA;A;TON;30;45;;45.000,00;;45
4127700;Toledo;7700;Toledo;7088;SUINO FEMEA P/ REPRODUCAO;D;CAB;;;11872;8.880.018,56;0;
4127700;Toledo;7700;Toledo;7089;SUINO MACHO P/ REPRODUCAO;D;CAB;;;363;826.627,23;0;
4127700;Toledo;7700;Toledo;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;61100;5.772.728,00;0;
4127700;Toledo;7700;Toledo;7096;SUINOS-RACA  (PARA ABATE);D;KG;;26363;58000;15.555.600,00;26363;
4127700;Toledo;7700;Toledo;7519;TILAPIA;D;KG;;;70000;265.300,00;;0
4127700;Toledo;7700;Toledo;2456;TOMATE SAFRAO;B;TON;2;40;;66.330,40;;40
4127700;Toledo;7700;Toledo;7019;TOUROS;D;CAB;;;8;17.177,12;0;
4127700;Toledo;7700;Toledo;330;TRIGO;A;TON;2500;6750;;4.015.102,50;;6750
4127700;Toledo;7700;Toledo;340;TRITICALE;A;TON;50;125;;45.271,25;;125
4127700;Toledo;7700;Toledo;1922;UVA VINIFERA;C;TON;6;90;;125.100,00;;90
4127700;Toledo;7700;Toledo;7025;VACA (PARA CORTE);D;KG;;;1850;1.989.490,00;0;
