city;nr;variable;standard;area;production;slaughter;gpv
ALTAMIRA DO PARANA;Campo Mourão;OVINOS (PARA CORTE);KG;;2000;200;19.896,00
ALTAMIRA DO PARANA;Campo Mourão;OVOS DE GALINHA (PARA CONSUMO);DZ;;3000;;5.820,00
ALTAMIRA DO PARANA;Campo Mourão;PACU;KG;;0;10000;54.500,00
ALTAMIRA DO PARANA;Campo Mourão;PEPINO;TON;0,5;4;;4.515,60
ALTAMIRA DO PARANA;Campo Mourão;PIMENTAO;TON;0,2;5;;6.830,75
ALTAMIRA DO PARANA;Campo Mourão;QUIABO;TON;0,5;7;;12.670,00
ALTAMIRA DO PARANA;Campo Mourão;SILAGEM DE MILHO E/OU SORGO;TON;80;4000;;565.120,00
ALTAMIRA DO PARANA;Campo Mourão;SOJA SAFRA NORMAL;TON;1326;4273,7;;4.465.289,97
ALTAMIRA DO PARANA;Campo Mourão;SUINOS-COMUM (para abate);KG;;2452;735;108.780,00
ALTAMIRA DO PARANA;Campo Mourão;TOMATE SAFRAO;TON;0,5;20;;48.182,60
ALTAMIRA DO PARANA;Campo Mourão;TOUROS;CAB;;;1;2.672,80
ALTAMIRA DO PARANA;Campo Mourão;UVA DE MESA;TON;1;14;;35.980,00
ALTAMIRA DO PARANA;Campo Mourão;UVA VINIFERA;TON;1;10;;20.605,00
ALTAMIRA DO PARANA;Campo Mourão;VACA (PARA CORTE);KG;;;3846;4.479.436,20
ALTAMIRA DO PARANA;Campo Mourão;VACA (PARA CRIA);CAB;;;2466;3.945.673,98
ALTO PARAISO;Umuarama;ABOBORA (seca/madura);TON;0,5;5;;3.250,00
ALTO PARAISO;Umuarama;ABOBRINHA VERDE;TON;0,2;1;;960
ALTO PARAISO;Umuarama;ALFACE;TON;0,1;2;;1.844,44
ALTO PARAISO;Umuarama;ARROZ IRRIGADO;TON;97;582;;477.432,06
ALTO PARAISO;Umuarama;BANANA;TON;1;15;;7.861,35
ALTO PARAISO;Umuarama;BATATA DOCE;TON;0,5;2;;1.880,00
ALTO PARAISO;Umuarama;BERINJELA;TON;0,1;0,5;;550
ALTO PARAISO;Umuarama;BETERRABA;TON;0,1;0,5;;515
ALTO PARAISO;Umuarama;BEZERRAS;CAB;;;3601;2.170.826,84
ALTO PARAISO;Umuarama;BEZERROS;CAB;;;5523;4.048.966,53
ALTO PARAISO;Umuarama;BOVINOS (BOI GORDO);KG;;96359;29258;48.641.425,00
ALTO PARAISO;Umuarama;BUBALINOS (PARA CORTE);KG;;65;32;60.313,60
ALTO PARAISO;Umuarama;CAFE;TON;30;24,3;;111.294,00
ALTO PARAISO;Umuarama;CANA-DE-ACUCAR;TON;352;28929;;1.482.032,67
ALTO PARAISO;Umuarama;CAPINEIRAS (forragem verde p/alimentação animal);TON;;10000;;368.900,00
ALTO PARAISO;Umuarama;CAPRINOS (PARA CORTE);KG;;45;25;3.290,00
ALTO PARAISO;Umuarama;CEBOLINHA (cheiro verde);TON;0,1;0,5;;2.160,00
ALTO PARAISO;Umuarama;CENOURA;TON;0,1;1;;1.025,22
ALTO PARAISO;Umuarama;COUVE;TON;0,1;0,5;;710
ALTO PARAISO;Umuarama;COUVE-FLOR;TON;0,1;2;;7.320,00
ALTO PARAISO;Umuarama;EQUINOS (PARA CORTE);KG;;1300;;                      -  
ALTO PARAISO;Umuarama;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;48;63.359,04
ALTO PARAISO;Umuarama;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);CAB;;;11;52.152,98
ALTO PARAISO;Umuarama;ESTERCO DE SUINOS/BOVINOS;TON;;8560;;428.599,20
ALTO PARAISO;Umuarama;FLORES DIVERSAS - UNIDADE;UNI;;6000;;3.600,00
ALTO PARAISO;Umuarama;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;6000;6000;56.814,00
ALTO PARAISO;Umuarama;GARROTES;CAB;;;3963;3.864.083,52
ALTO PARAISO;Umuarama;JILO;TON;0,1;0,3;;468
ALTO PARAISO;Umuarama;LEITE;MLT;;2600;;2.392.000,00
ALTO PARAISO;Umuarama;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;100;100;;7.676,00
ALTO PARAISO;Umuarama;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;M3;0;50;;4.404,00
ALTO PARAISO;Umuarama;MADEIRAS - LENHA;M3;;3000;;104.370,00
ALTO PARAISO;Umuarama;MAMAO;TON;0,1;0,3;;366
ALTO PARAISO;Umuarama;MANDIOCA CONSUMO (HUMANO);TON;5;100;;81.840,00
ALTO PARAISO;Umuarama;MANDIOCA INDUSTRIA;TON;800;23600;;9.466.668,00
ALTO PARAISO;Umuarama;MARACUJA;TON;0,2;1;;1.990,00
ALTO PARAISO;Umuarama;MEL;KG;;6000;;33.960,00
ALTO PARAISO;Umuarama;MELANCIA;TON;2;30;;17.100,00
ALTO PARAISO;Umuarama;MILHO SAFRA NORMAL;TON;120;480;;163.200,00
ALTO PARAISO;Umuarama;MILHO SAFRINHA;TON;92;258;;85.914,00
ALTO PARAISO;Umuarama;MUARES;CAB;;;8;11.547,68
ALTO PARAISO;Umuarama;MUDA DE MANDIOCA (MANIVAS);M3;;8800;;308.792,00
ALTO PARAISO;Umuarama;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;12000;;3.240,00
ALTO PARAISO;Umuarama;MUDAS DE EUCALIPTO;UNI;;10000;;2.500,00
ALTO PARAISO;Umuarama;NOVILHAS;CAB;;;1848;1.711.321,92
ALTO PARAISO;Umuarama;OVINOS (PARA CORTE);KG;;2600;750;87.045,00
ALTO PARAISO;Umuarama;PEPINO;TON;0,2;1;;1.128,90
ALTO PARAISO;Umuarama;PESCADO DE AGUA DOCE (DE CAPTURA);KG;;;45000;309.150,00
ALTO PARAISO;Umuarama;QUIABO;TON;0,5;1,2;;2.172,00
ALTO PARAISO;Umuarama;RUCULA;TON;0,1;0,3;;672
ALTO PARAISO;Umuarama;SILAGEM DE MILHO E/OU SORGO;TON;210;6000;;847.680,00
ALTO PARAISO;Umuarama;SILAGEM OUTRAS (SECA);TON;;350;;30.310,00
ALTO PARAISO;Umuarama;SUINOS-COMUM (para abate);KG;;460;150;15.540,00
ALTO PARAISO;Umuarama;TOMATE RISCO;TON;0,1;2,9;;5.368,77
ALTO PARAISO;Umuarama;TOMATE SAFRAO;TON;0,3;7,3;;17.586,65
ALTO PARAISO;Umuarama;TOUROS;CAB;;;581;1.552.896,80
ALTO PARAISO;Umuarama;VACA (PARA CORTE);KG;;;12550;13.847.670,00
ALTO PARAISO;Umuarama;VACA (PARA CRIA);CAB;;;3246;5.193.697,38
ALTO PARAISO;Umuarama;VASSOURA (SECA C/SEMENTE);TON;1;2;;3.280,00
ALTO PARANA;Paranavaí;ABACATE;TON;1;15;;18.382,50
ALTO PARANA;Paranavaí;ABACAXI;TON;19;665;;445.550,00
ALTO PARANA;Paranavaí;BANANA;TON;5;200;;104.818,00
ALTO PARANA;Paranavaí;BATATA DOCE;TON;5;75;;70.500,00
ALTO PARANA;Paranavaí;BEZERRAS;CAB;;;1298;782.486,32
ALTO PARANA;Paranavaí;BEZERROS;CAB;;;605;443.531,55
ALTO PARANA;Paranavaí;BICHO DA SEDA (CASULO);TON;210,9;111,3;;1.367.877,00
ALTO PARANA;Paranavaí;BOVINOS (BOI GORDO);KG;;37407;4739;8.036.159,25
ALTO PARANA;Paranavaí;CAFE;TON;50;20;;91.600,00
ALTO PARANA;Paranavaí;CAMA DE AVIARIO;TON;;14610;;1.073.835,00
ALTO PARANA;Paranavaí;CANA-DE-ACUCAR;TON;2845;204951;;10.499.639,73
ALTO PARANA;Paranavaí;CAPRINOS (PARA CORTE);KG;;110;84;15.792,00
ALTO PARANA;Paranavaí;CAQUI;TON;1;10;;4.280,00
ALTO PARANA;Paranavaí;COCO VERDE;UNI;12;120000;;123.600,00
ALTO PARANA;Paranavaí;EQUINOS (PARA CORTE);KG;;500;;                      -  
ALTO PARANA;Paranavaí;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;148;195.357,04
ALTO PARANA;Paranavaí;ESTERCO DE SUINOS/BOVINOS;TON;;7260;;363.508,20
ALTO PARANA;Paranavaí;FRANGO DE CORTE (AVES DE CORTE);KG;;1600000;9600000;54.005.760,00
ALTO PARANA;Paranavaí;GALINHA / FRANGO SEMI-CAIPIRA;KG;;1400;1410;17.639,10
ALTO PARANA;Paranavaí;GARROTES;CAB;;;2468;2.406.398,72
ALTO PARANA;Paranavaí;LARANJA;TON;2185;109250;;28.146.077,50
ALTO PARANA;Paranavaí;LEITE;MLT;;6750;;6.210.000,00
ALTO PARANA;Paranavaí;LIMAO;TON;1;18,5;;19.240,00
ALTO PARANA;Paranavaí;MADEIRAS - EM TORA P/PAPEL E CELULOSE;M3;0;2900;;141.346,00
ALTO PARANA;Paranavaí;MADEIRAS - LENHA;M3;0;24000;;834.960,00
ALTO PARANA;Paranavaí;MANDIOCA CONSUMO (HUMANO);TON;50;1000;;818.400,00
ALTO PARANA;Paranavaí;MANDIOCA INDUSTRIA;TON;3009;78000;;31.288.140,00
ALTO PARANA;Paranavaí;MANGA;TON;4;30;;33.378,00
ALTO PARANA;Paranavaí;MARACUJA;TON;2;12;;23.880,00
ALTO PARANA;Paranavaí;MEL;KG;;7000;;39.620,00
ALTO PARANA;Paranavaí;MELANCIA;TON;60;2100;;1.197.000,00
ALTO PARANA;Paranavaí;MILHO SAFRA NORMAL;TON;450;1800;;612.000,00
ALTO PARANA;Paranavaí;MILHO SAFRINHA;TON;266;452,2;;150.582,60
ALTO PARANA;Paranavaí;MUDA DE CAFE;UNI;;6000;;2.400,00
ALTO PARANA;Paranavaí;MUDA DE MANDIOCA (MANIVAS);M3;;1200;;42.108,00
ALTO PARANA;Paranavaí;MUDA DE URUCUM;UNI;;8000;;1.840,00
ALTO PARANA;Paranavaí;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;32000;;8.640,00
ALTO PARANA;Paranavaí;MUDAS DE EUCALIPTO;UNI;;500000;;125.000,00
ALTO PARANA;Paranavaí;NOVILHAS;CAB;;;654;605.630,16
ALTO PARANA;Paranavaí;OVINOS (PARA CORTE);KG;;2700;1600;265.280,00
ALTO PARANA;Paranavaí;OVOS DE GALINHA (PARA CONSUMO);DZ;;8400;;16.296,00
ALTO PARANA;Paranavaí;PALMITO;KG;;10000;;40.300,00
ALTO PARANA;Paranavaí;SERINGUEIRA (LATEX);KG;22;44000;;151.800,00
ALTO PARANA;Paranavaí;SOJA SAFRA NORMAL;TON;266;766,1;;800.444,26
ALTO PARANA;Paranavaí;SUINO >2 MESES (RECRIA);CAB;;;80;9.428,80
ALTO PARANA;Paranavaí;SUINOS-COMUM (para abate);KG;;620;476;84.537,60
ALTO PARANA;Paranavaí;TOMATE SAFRAO;TON;0,5;20;;48.182,60
ALTO PARANA;Paranavaí;URUCUM (so graos c/caroco - desidratado);KG;7;14000;;44.660,00
ALTO PARANA;Paranavaí;UVA VINIFERA;TON;4;54;;111.267,00
ALTO PARANA;Paranavaí;VACA (PARA CORTE);KG;;;6586;7.872.575,10
ALTO PARANA;Paranavaí;VACA (PARA CRIA);CAB;;;1246;1.993.637,38
ALTO PIQUIRI;Umuarama;ABOBORA (seca/madura);TON;1;20;;13.000,00
ALTO PIQUIRI;Umuarama;ABOBRINHA VERDE;TON;1;10;;9.600,00
ALTO PIQUIRI;Umuarama;ALFACE;TON;0,5;10;;9.222,20
ALTO PIQUIRI;Umuarama;AVEIA PRETA (GRAO);TON;50;25;;17.250,00
ALTO PIQUIRI;Umuarama;BANANA;TON;2;30;;15.722,70
ALTO PIQUIRI;Umuarama;BEZERRAS;CAB;;;766;461.775,44
ALTO PIQUIRI;Umuarama;BEZERROS;CAB;;;1251;917.120,61
ALTO PIQUIRI;Umuarama;BICHO DA SEDA (CASULO);TON;23,8;7;;86.030,00
ALTO PIQUIRI;Umuarama;BOVINOS (BOI GORDO);KG;;14549;800;1.330.000,00
ALTO PIQUIRI;Umuarama;CAMA DE AVIARIO;TON;;160;;11.760,00
ALTO PIQUIRI;Umuarama;CANA-DE-ACUCAR;TON;3794;266748,2;;13.665.510,29
ALTO PIQUIRI;Umuarama;CAPINEIRAS (forragem verde p/alimentação animal);TON;;5000;;184.450,00
ALTO PIQUIRI;Umuarama;CAPRINOS (PARA CORTE);KG;;25;10;1.128,00
ALTO PIQUIRI;Umuarama;EQUINOS (PARA CORTE);KG;;200;;                      -  
ALTO PIQUIRI;Umuarama;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;10;13.199,80
ALTO PIQUIRI;Umuarama;ESTERCO DE SUINOS/BOVINOS;TON;;1290;;64.590,30
ALTO PIQUIRI;Umuarama;FRANGO DE CORTE (AVES DE CORTE);KG;;18000;98000;602.994,00
ALTO PIQUIRI;Umuarama;FUMO;TON;33;74,5;;504.967,71
ALTO PIQUIRI;Umuarama;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;10000;7000;77.980,00
ALTO PIQUIRI;Umuarama;GARROTES;CAB;;;488;475.819,52
ALTO PIQUIRI;Umuarama;LARANJA;TON;4;45;;11.593,35
ALTO PIQUIRI;Umuarama;LEITE;MLT;;10000;;9.200.000,00
ALTO PIQUIRI;Umuarama;LIMAO;TON;0,1;1;;1.040,00
ALTO PIQUIRI;Umuarama;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;1200;300;;23.028,00
ALTO PIQUIRI;Umuarama;MADEIRAS - LENHA;M3;;15000;;521.850,00
ALTO PIQUIRI;Umuarama;MANDIOCA CONSUMO (HUMANO);TON;20;400;;327.360,00
ALTO PIQUIRI;Umuarama;MANDIOCA INDUSTRIA;TON;180;5260;;2.109.943,80
ALTO PIQUIRI;Umuarama;MEL;KG;;2000;;11.320,00
ALTO PIQUIRI;Umuarama;MILHO SAFRA NORMAL;TON;130;1040;;353.600,00
ALTO PIQUIRI;Umuarama;MILHO SAFRINHA;TON;22000;92400;;30.769.200,00
ALTO PIQUIRI;Umuarama;MILHO VERDE (espiga);UNI;1;45000;;17.100,00
ALTO PIQUIRI;Umuarama;MUARES;CAB;;;1;1.443,46
ALTO PIQUIRI;Umuarama;MUDA DE CANA DE ACUCAR;TON;;4349,3;;367.341,88
ALTO PIQUIRI;Umuarama;MUDA DE MANDIOCA (MANIVAS);M3;0;600;;21.054,00
ALTO PIQUIRI;Umuarama;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;30000;;8.100,00
ALTO PIQUIRI;Umuarama;NOVILHAS;CAB;;;550;509.322,00
ALTO PIQUIRI;Umuarama;OVINOS (PARA CORTE);KG;;400;400;59.688,00
ALTO PIQUIRI;Umuarama;OVINOS < 6 MESES;KG;;;10;999,6
ALTO PIQUIRI;Umuarama;OVOS DE GALINHA (PARA CONSUMO);DZ;;5000;;9.700,00
ALTO PIQUIRI;Umuarama;PEPINO;TON;0,2;4;;4.515,60
ALTO PIQUIRI;Umuarama;QUIABO;TON;1,5;15;;27.150,00
ALTO PIQUIRI;Umuarama;SILAGEM DE MILHO E/OU SORGO;TON;67;2000;;282.560,00
ALTO PIQUIRI;Umuarama;SOJA SAFRA NORMAL;TON;23000;69000;;72.093.270,00
ALTO PIQUIRI;Umuarama;SUINOS-COMUM (para abate);KG;;1600;1000;118.400,00
ALTO PIQUIRI;Umuarama;TANGERINA MONTENEGRINA;TON;0,5;5;;3.650,00
ALTO PIQUIRI;Umuarama;TANGERINA PONKAN;TON;0,1;1;;460
ALTO PIQUIRI;Umuarama;TOMATE RISCO;TON;0,1;3;;5.553,90
ALTO PIQUIRI;Umuarama;TOMATE SAFRAO;TON;0,2;4,7;;11.322,91
ALTO PIQUIRI;Umuarama;TOUROS;CAB;;;130;347.464,00
ALTO PIQUIRI;Umuarama;TRIGO;TON;266;196,8;;145.106,54
ALTO PIQUIRI;Umuarama;VACA (PARA CORTE);KG;;;1703;1.879.090,20
ALTO PIQUIRI;Umuarama;VACA (PARA CRIA);CAB;;;694;1.110.420,82
ALTO PIQUIRI;Umuarama;VASSOURA (SECA C/SEMENTE);TON;1;3;;4.920,00
ALTONIA;Umuarama;ABACATE;TON;15;600;;735.300,00
ALTONIA;Umuarama;ABACAXI;TON;2;50;;33.500,00
ALTONIA;Umuarama;ABOBORA (seca/madura);TON;6;120;;78.000,00
ALTONIA;Umuarama;ABOBORA-TETSUKABUTO (KABOTIA);TON;1;20;;15.000,00
ALTONIA;Umuarama;ABOBRINHA VERDE;TON;2;15;;14.400,00
ALTONIA;Umuarama;ALFACE;TON;10;220;;202.888,40
ALTONIA;Umuarama;ALMEIRAO;TON;1;10;;18.500,00
ALTONIA;Umuarama;BANANA;TON;12;240;;125.781,60
ALTONIA;Umuarama;BATATA DOCE;TON;2;40;;37.600,00
ALTONIA;Umuarama;BERINJELA;TON;0,5;10;;11.000,00
ALTONIA;Umuarama;BETERRABA;TON;1,3;26;;26.780,00
ALTONIA;Umuarama;BEZERRAS;CAB;;;1322;796.954,48
ALTONIA;Umuarama;BEZERROS;CAB;;;5584;4.093.686,24
ALTONIA;Umuarama;BICHO DA SEDA (CASULO);TON;73,9;49,8;;612.042,00
ALTONIA;Umuarama;BOVINOS (BOI GORDO);KG;;66819;4470;7.431.375,00
ALTONIA;Umuarama;BUBALINOS (PARA CORTE);KG;;1;1;1.884,80
ALTONIA;Umuarama;CAFE;TON;270;291,6;;1.335.528,00
ALTONIA;Umuarama;CAMA DE AVIARIO;TON;;12060;;886.410,00
ALTONIA;Umuarama;CAPINEIRAS (forragem verde p/alimentação animal);TON;;30000;;1.106.700,00
ALTONIA;Umuarama;CAPRINOS (PARA CORTE);KG;;120;30;3.384,00
ALTONIA;Umuarama;CEBOLINHA (cheiro verde);TON;0,2;2;;8.640,00
ALTONIA;Umuarama;CENOURA;TON;1,4;40;;41.008,80
ALTONIA;Umuarama;CERA DE ABELHA;KG;;1200;;17.268,00
ALTONIA;Umuarama;CHUCHU;TON;1;25;;21.306,75
ALTONIA;Umuarama;COCO VERDE;UNI;10;60000;;61.800,00
ALTONIA;Umuarama;COENTRO (HORTALICA);TON;2;30;;171.000,00
ALTONIA;Umuarama;EQUINOS (PARA CORTE);KG;;900;;                      -  
ALTONIA;Umuarama;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;117;154.437,66
ALTONIA;Umuarama;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);CAB;;;14;66.376,52
ALTONIA;Umuarama;ESTERCO DE SUINOS/BOVINOS;TON;;7270;;364.008,90
ALTONIA;Umuarama;FEIJAO SAFRA DAS AGUAS;TON;50;15;;37.195,05
ALTONIA;Umuarama;FEIJAO SAFRA DE INVERNO;TON;25;15;;35.710,05
ALTONIA;Umuarama;FEIJAO-VAGEM;TON;1;10;;16.800,00
ALTONIA;Umuarama;FRANGO DE CORTE (AVES DE CORTE);KG;;1322389;7934335;41.613.206,77
ALTONIA;Umuarama;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;4000;2000;22.280,00
ALTONIA;Umuarama;GARROTES;CAB;;;5961;5.812.213,44
ALTONIA;Umuarama;GOIABA;TON;6;130;;260.000,00
ALTONIA;Umuarama;JABUTICABA;TON;1;20;;32.400,00
ALTONIA;Umuarama;JACA;TON;10;700;;217.000,00
ALTONIA;Umuarama;JILO;TON;1;8;;12.480,00
ALTONIA;Umuarama;LARANJA;TON;281,5;6469;;1.666.608,47
ALTONIA;Umuarama;LEITE;MLT;;10800;;9.936.000,00
ALTONIA;Umuarama;LIMAO;TON;118,5;3406;;3.542.240,00
ALTONIA;Umuarama;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;1500;500;;38.380,00
ALTONIA;Umuarama;MADEIRAS - LENHA;M3;;30000;;1.043.700,00
ALTONIA;Umuarama;MANDIOCA CONSUMO (HUMANO);TON;150;3000;;2.455.200,00
ALTONIA;Umuarama;MANDIOCA INDUSTRIA;TON;1820;44406,2;;17.812.659,01
ALTONIA;Umuarama;MANGA;TON;1;10;;11.126,00
ALTONIA;Umuarama;MEL;KG;;90000;;509.400,00
ALTONIA;Umuarama;MELANCIA;TON;50;1500;;855.000,00
ALTONIA;Umuarama;MILHO SAFRA NORMAL;TON;200;800;;272.000,00
ALTONIA;Umuarama;MILHO SAFRINHA;TON;1700;4930;;1.641.690,00
ALTONIA;Umuarama;MILHO VERDE (espiga);UNI;3;140000;;53.200,00
ALTONIA;Umuarama;MORANGO (moranguinho);TON;0,1;1;;5.406,80
ALTONIA;Umuarama;MUARES;CAB;;;18;25.982,28
ALTONIA;Umuarama;MUDA DE MANDIOCA (MANIVAS);M3;;6800;;238.612,00
ALTONIA;Umuarama;NOVILHAS;CAB;;;686;635.263,44
ALTONIA;Umuarama;OVINOS (PARA CORTE);KG;;600;400;59.688,00
ALTONIA;Umuarama;OVOS DE GALINHA (PARA CONSUMO);DZ;;97000;;188.180,00
ALTONIA;Umuarama;PEPINO;TON;1;20;;22.578,00
ALTONIA;Umuarama;PIMENTAO;TON;0,5;10;;13.661,50
ALTONIA;Umuarama;PROPOLIS;KG;;300;;15.777,00
ALTONIA;Umuarama;QUIABO;TON;3;45;;81.450,00
ALTONIA;Umuarama;RABANETE;TON;0,2;2;;3.240,00
ALTONIA;Umuarama;REPOLHO;TON;0,2;5;;1.967,85
ALTONIA;Umuarama;SALSA (SALSINHA);TON;0,2;2;;10.420,00
ALTONIA;Umuarama;SILAGEM DE MILHO E/OU SORGO;TON;533;16000;;2.260.480,00
ALTONIA;Umuarama;SOJA SAFRA NORMAL;TON;2435;5430,1;;5.673.531,38
ALTONIA;Umuarama;SOJA SAFRINHA;TON;170;170;;166.175,00
ALTONIA;Umuarama;SUINOS-COMUM (para abate);KG;;3000;5000;592.000,00
ALTONIA;Umuarama;SUINOS-RACA (para abate);KG;;1600;4800;1.363.200,00
ALTONIA;Umuarama;TANGERINA MONTENEGRINA;TON;11;190,4;;138.992,00
ALTONIA;Umuarama;TANGERINA PONKAN;TON;12;168;;77.280,00
ALTONIA;Umuarama;TOMATE RISCO;TON;0,8;25,2;;46.652,76
ALTONIA;Umuarama;TOMATE SAFRAO;TON;1;24,4;;58.782,77
ALTONIA;Umuarama;TOUROS;CAB;;;588;1.571.606,40
ALTONIA;Umuarama;VACA (PARA CORTE);KG;;;6856;7.564.910,40
ALTONIA;Umuarama;VACA (PARA CRIA);CAB;;;1129;1.806.433,87
ALTONIA;Umuarama;VASSOURA (SECA C/SEMENTE);TON;24;72;;118.080,00
ALVORADA DO SUL;Londrina;ABACATE;TON;3;27;;33.088,50
ALVORADA DO SUL;Londrina;ABOBORA-TETSUKABUTO (KABOTIA);TON;2;36;;27.000,00
ALVORADA DO SUL;Londrina;ABOBRINHA VERDE;TON;2,5;35;;33.600,00
ALVORADA DO SUL;Londrina;ALFACE;TON;1;8;;7.377,76
ALVORADA DO SUL;Londrina;ARROZ SEQUEIRO;TON;30;50,4;;41.731,20
ALVORADA DO SUL;Londrina;BATATA DOCE;TON;3;42;;39.480,00
ALVORADA DO SUL;Londrina;BERINJELA;TON;3;78;;85.800,00
ALVORADA DO SUL;Londrina;BETERRABA;TON;1;20;;20.600,00
ALVORADA DO SUL;Londrina;BEZERRAS;CAB;;;627;377.980,68
ALVORADA DO SUL;Londrina;BEZERROS;CAB;;;752;551.298,72
ALVORADA DO SUL;Londrina;BOVINOS (BOI GORDO);KG;;7811;455;816.952,50
ALVORADA DO SUL;Londrina;CAFE;TON;315;302,4;;1.384.992,00
ALVORADA DO SUL;Londrina;CAMA DE AVIARIO;TON;;1520;;111.720,00
ALVORADA DO SUL;Londrina;CANA-DE-ACUCAR;TON;885,7;66963,7;;3.430.550,35
ALVORADA DO SUL;Londrina;CAPINEIRAS (forragem verde p/alimentação animal);TON;;90;;3.320,10
ALVORADA DO SUL;Londrina;CEBOLINHA (cheiro verde);TON;0,5;5;;21.600,00
ALVORADA DO SUL;Londrina;CENOURA;TON;0,5;12;;12.302,64
ALVORADA DO SUL;Londrina;CHUCHU;TON;0,5;23;;19.602,21
ALVORADA DO SUL;Londrina;COUVE;TON;0,5;13;;18.460,00
ALVORADA DO SUL;Londrina;COUVE-FLOR;TON;0,5;27;;98.820,00
ALVORADA DO SUL;Londrina;EQUINOS (PARA CORTE);KG;;15;3;594
ALVORADA DO SUL;Londrina;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);CAB;;;2;9.482,36
ALVORADA DO SUL;Londrina;ESTERCO DE POEDEIRA;TON;;140;;12.740,00
ALVORADA DO SUL;Londrina;ESTERCO DE SUINOS/BOVINOS;TON;;2630;;131.684,10
ALVORADA DO SUL;Londrina;FEIJAO SAFRA DAS AGUAS;TON;53;41,3;;102.410,37
ALVORADA DO SUL;Londrina;FEIJAO SAFRA DE INVERNO;TON;60;50,4;;119.985,77
ALVORADA DO SUL;Londrina;FEIJAO-VAGEM;TON;0,5;7;;11.760,00
ALVORADA DO SUL;Londrina;FRANGO DE CORTE (AVES DE CORTE);KG;;166696;1000175;6.066.161,39
ALVORADA DO SUL;Londrina;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;8085;16170;189.140,49
ALVORADA DO SUL;Londrina;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);KG;;10000;6500;19.695,00
ALVORADA DO SUL;Londrina;GARROTES;CAB;;;979;954.564,16
ALVORADA DO SUL;Londrina;JILO;TON;0,5;11;;17.160,00
ALVORADA DO SUL;Londrina;LARANJA;TON;90;1426;;367.380,38
ALVORADA DO SUL;Londrina;LEITE;MLT;;1200;;1.104.000,00
ALVORADA DO SUL;Londrina;LIMAO;TON;0,5;12;;12.480,00
ALVORADA DO SUL;Londrina;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;265;4200;;322.392,00
ALVORADA DO SUL;Londrina;MADEIRAS - LENHA;M3;;2400;;83.496,00
ALVORADA DO SUL;Londrina;MANDIOCA CONSUMO (HUMANO);TON;30;510;;417.384,00
ALVORADA DO SUL;Londrina;MANGA;TON;6;132;;146.863,20
ALVORADA DO SUL;Londrina;MARACUJA;TON;6;120;;238.800,00
ALVORADA DO SUL;Londrina;MEL;KG;0;400;;2.264,00
ALVORADA DO SUL;Londrina;MILHO SAFRINHA;TON;20150;77376;;25.766.208,00
ALVORADA DO SUL;Londrina;MILHO VERDE (espiga);UNI;12;1320000;;501.600,00
ALVORADA DO SUL;Londrina;MUARES;CAB;;;2;2.886,92
ALVORADA DO SUL;Londrina;NOVILHAS;CAB;;;1598;1.479.811,92
ALVORADA DO SUL;Londrina;OVOS DE GALINHA (PARA CONSUMO);DZ;;242550;;470.547,00
ALVORADA DO SUL;Londrina;PALMITO;KG;;6000;;24.180,00
ALVORADA DO SUL;Londrina;PEPINO;TON;0,5;14;;15.804,60
ALVORADA DO SUL;Londrina;PESCADO DE AGUA DOCE (DE CAPTURA);KG;;;48640;334.156,80
ALVORADA DO SUL;Londrina;PIMENTA;TON;1;10;;40.200,00
ALVORADA DO SUL;Londrina;QUIABO;TON;1;15;;27.150,00
ALVORADA DO SUL;Londrina;REPOLHO;TON;1;35;;13.774,95
ALVORADA DO SUL;Londrina;SALSA (SALSINHA);TON;0,5;3;;15.630,00
ALVORADA DO SUL;Londrina;SILAGEM DE MILHO E/OU SORGO;TON;6;240;;33.907,20
ALVORADA DO SUL;Londrina;SOJA SAFRA NORMAL;TON;20150;67704;;70.739.170,32
ALVORADA DO SUL;Londrina;SUINOS - LEITOES P/ CORTE;KG;;;60;2.377,20
ALVORADA DO SUL;Londrina;SUINOS < 2 MESES (leitao p/recria);UNI;;;374;39.090,48
ALVORADA DO SUL;Londrina;SUINOS-COMUM (para abate);KG;;626;2478;410.753,28
