city;nr;variable;standard;area;production;slaughter;gpv
CERRO AZUL;Curitiba;CAMA DE AVIARIO;TON;;40;;2.940,00
CERRO AZUL;Curitiba;CAPRINOS (PARA CORTE);KG;;150;80;12.784,00
CERRO AZUL;Curitiba;CAQUI;TON;55;880;;376.640,00
CERRO AZUL;Curitiba;CEBOLINHA (cheiro verde);TON;4;160;;691.200,00
CERRO AZUL;Curitiba;CHUCHU;TON;70;2100;;1.789.767,00
CERRO AZUL;Curitiba;COUVE;TON;3;60;;85.200,00
CERRO AZUL;Curitiba;COUVE-FLOR;TON;3;60;;219.600,00
CERRO AZUL;Curitiba;ERVA-MATE (em folha);TON;;25;;26.091,50
CERRO AZUL;Curitiba;ESTERCO DE SUINOS/BOVINOS;TON;;11370;;569.295,90
CERRO AZUL;Curitiba;FEIJAO SAFRA DA SECA;TON;370;388,5;;1.032.827,25
CERRO AZUL;Curitiba;FEIJAO SAFRA DAS AGUAS;TON;1600;2142,1;;5.311.701,11
CERRO AZUL;Curitiba;FEIJAO-VAGEM;TON;180;3060;;5.140.800,00
CERRO AZUL;Curitiba;GALINHA / FRANGO SEMI-CAIPIRA;KG;;5000;15000;250.200,00
CERRO AZUL;Curitiba;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;117000;175000;2.924.250,00
CERRO AZUL;Curitiba;GARROTES;CAB;;;743;724.454,72
CERRO AZUL;Curitiba;JILO;TON;5;70;;109.200,00
CERRO AZUL;Curitiba;LA;KG;;420;;1.003,80
CERRO AZUL;Curitiba;LARANJA;TON;300;3900;;1.004.757,00
CERRO AZUL;Curitiba;LEITE;MLT;;10875;;10.005.000,00
CERRO AZUL;Curitiba;LEITE DE BUFALA;LIT;;53000;;49.290,00
CERRO AZUL;Curitiba;LEITE DE CABRA;LIT;;4000;;8.840,00
CERRO AZUL;Curitiba;LIMAO;TON;10;130;;135.200,00
CERRO AZUL;Curitiba;MADEIRAS - EM TORA P/LAMINADORA - PINUS;M3;;31600;;3.365.400,00
CERRO AZUL;Curitiba;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;300000;;25.344.000,00
CERRO AZUL;Curitiba;MADEIRAS - EM TORA P/PAPEL E CELULOSE;M3;;130000;;6.336.200,00
CERRO AZUL;Curitiba;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;400;7200;;552.672,00
CERRO AZUL;Curitiba;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;40000;657000;;54.544.140,00
CERRO AZUL;Curitiba;MADEIRAS - LENHA;M3;;18000;;626.220,00
CERRO AZUL;Curitiba;MANDIOCA CONSUMO (HUMANO);TON;1400;27160;;22.227.744,00
CERRO AZUL;Curitiba;MANDIOCA INDUSTRIA;TON;350;6790;;2.723.672,70
CERRO AZUL;Curitiba;MARACUJA;TON;10;100;;199.000,00
CERRO AZUL;Curitiba;MEL;KG;;52000;;294.320,00
CERRO AZUL;Curitiba;MELANCIA;TON;10;200;;114.000,00
CERRO AZUL;Curitiba;MILHO SAFRA NORMAL;TON;10600;55756;;18.957.040,00
CERRO AZUL;Curitiba;MILHO VERDE (espiga);UNI;5;200000;;76.000,00
CERRO AZUL;Curitiba;MORANGA;TON;40;480;;235.200,00
CERRO AZUL;Curitiba;MUDAS DE EUCALIPTO;UNI;;1500000;;375.000,00
CERRO AZUL;Curitiba;MUDAS DE PINUS;UNI;;2000000;;480.000,00
CERRO AZUL;Curitiba;NECTARINA;TON;15;210;;357.000,00
CERRO AZUL;Curitiba;NOVILHAS;CAB;;;456;422.274,24
CERRO AZUL;Curitiba;OVINOS (PARA CORTE);KG;;260;57;8.269,28
CERRO AZUL;Curitiba;OVINOS < 6 MESES;KG;;0;39;5.197,92
CERRO AZUL;Curitiba;OVOS DE GALINHA (PARA CONSUMO);DZ;;1755000;;3.404.700,00
CERRO AZUL;Curitiba;PEPINO;TON;220;5280;;5.960.592,00
CERRO AZUL;Curitiba;PESSEGO;TON;13;169;;290.680,00
CERRO AZUL;Curitiba;PIMENTAO;TON;60;1020;;1.393.473,00
CERRO AZUL;Curitiba;PINHAO;KG;;9000;;18.810,00
CERRO AZUL;Curitiba;QUIABO;TON;4;46;;83.260,00
CERRO AZUL;Curitiba;REPOLHO;TON;5;130;;51.164,10
CERRO AZUL;Curitiba;RESINA;KG;;1000000;;1.750.000,00
CERRO AZUL;Curitiba;SALSA (SALSINHA);TON;4;160;;833.600,00
CERRO AZUL;Curitiba;SOJA SAFRA NORMAL;TON;600;1860;;1.943.383,80
CERRO AZUL;Curitiba;SUINOS - LEITOES P/ CORTE;KG;;;2800;301.112,00
CERRO AZUL;Curitiba;SUINOS-COMUM (para abate);KG;;2800;11200;2.403.520,00
CERRO AZUL;Curitiba;SUINOS-RACA (para abate);KG;;1300;;                      -  
CERRO AZUL;Curitiba;TANGERINA MONTENEGRINA;TON;380;4940;;3.606.200,00
CERRO AZUL;Curitiba;TANGERINA MURCOTE;TON;590;7670;;5.062.200,00
CERRO AZUL;Curitiba;TANGERINA PONKAN;TON;3800;57000;;26.220.000,00
CERRO AZUL;Curitiba;TILAPIA;KG;;;20000;80.200,00
CERRO AZUL;Curitiba;TOMATE SAFRAO;TON;60;2828,2;;6.813.501,47
CERRO AZUL;Curitiba;TOUROS;CAB;;0;2;5.345,60
CERRO AZUL;Curitiba;UVA DE MESA;TON;83;1079;;2.773.030,00
CERRO AZUL;Curitiba;VACA (PARA CORTE);KG;;;1370;1.830.785,80
CERRO AZUL;Curitiba;VACA (PARA CRIA);CAB;;;996;1.593.629,88
CEU AZUL;Cascavel;ABACATE;TON;1,5;45;;55.147,50
CEU AZUL;Cascavel;ABOBORA (seca/madura);TON;18;325;;211.250,00
CEU AZUL;Cascavel;ABOBORA-TETSUKABUTO (KABOTIA);TON;5;165;;123.750,00
CEU AZUL;Cascavel;ABOBRINHA VERDE;TON;6,5;100;;96.000,00
CEU AZUL;Cascavel;ACEROLA;TON;0,5;6;;6.180,00
CEU AZUL;Cascavel;AGRIAO AQUATICO;TON;0,2;3,7;;7.178,00
CEU AZUL;Cascavel;ALFACE;TON;15;260;;239.777,20
CEU AZUL;Cascavel;ALHO;TON;2;8;;44.742,40
CEU AZUL;Cascavel;ALMEIRAO;TON;3;68;;125.800,00
CEU AZUL;Cascavel;AMENDOIM SAFRA DAS AGUAS;TON;5;10;;19.284,00
CEU AZUL;Cascavel;ARROZ SEQUEIRO;TON;10;25;;20.700,00
CEU AZUL;Cascavel;AVEIA BRANCA;TON;120;267,7;;123.722,91
CEU AZUL;Cascavel;AVEIA PRETA (GRAO);TON;1200;1800;;1.242.000,00
CEU AZUL;Cascavel;BANANA;TON;5;100;;52.409,00
CEU AZUL;Cascavel;BATATA DOCE;TON;8;200;;188.000,00
CEU AZUL;Cascavel;BATATA SALSA;TON;1;13;;22.588,80
CEU AZUL;Cascavel;BERINJELA;TON;1,5;25;;27.500,00
CEU AZUL;Cascavel;BETERRABA;TON;6;150;;154.500,00
CEU AZUL;Cascavel;BEZERRAS;CAB;;;213;128.404,92
CEU AZUL;Cascavel;BEZERROS;CAB;;;427;313.037,97
CEU AZUL;Cascavel;BOVINOS (BOI GORDO);KG;;19269;1810;2.888.760,00
CEU AZUL;Cascavel;BROCOLOS;TON;4;55;;102.850,00
CEU AZUL;Cascavel;CAFE;TON;2;2,4;;10.992,00
CEU AZUL;Cascavel;CAMA DE AVIARIO;TON;;18140;;1.333.290,00
CEU AZUL;Cascavel;CANA-DE-ACUCAR;TON;50;3000;;153.690,00
CEU AZUL;Cascavel;CANOLA;TON;150;150;;161.800,50
CEU AZUL;Cascavel;CAPINEIRAS (forragem verde p/alimentação animal);TON;;25000;;922.250,00
CEU AZUL;Cascavel;CAPRINOS (PARA CORTE);KG;;500;350;42.770,00
CEU AZUL;Cascavel;CAQUI;TON;3;42;;17.976,00
CEU AZUL;Cascavel;CARPA;KG;;;8000;35.360,00
CEU AZUL;Cascavel;CEBOLINHA (cheiro verde);TON;0,7;13;;56.160,00
CEU AZUL;Cascavel;CENOURA;TON;5;130;;133.278,60
CEU AZUL;Cascavel;CERA DE ABELHA;KG;;700;;10.073,00
CEU AZUL;Cascavel;CHUCHU;TON;1;25;;21.306,75
CEU AZUL;Cascavel;CODORNA MATRIZ (DESCARTE);KG;;1000;1000;640,8
CEU AZUL;Cascavel;COELHO (PARA CORTE);KG;;250;500;7.000,00
CEU AZUL;Cascavel;COUVE;TON;2;28;;39.760,00
CEU AZUL;Cascavel;COUVE CHINESA;TON;3;48;;21.120,00
CEU AZUL;Cascavel;COUVE-FLOR;TON;2,5;40;;146.400,00
CEU AZUL;Cascavel;EQUINOS (PARA CORTE);KG;;500;;                      -  
CEU AZUL;Cascavel;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;22;29.039,56
CEU AZUL;Cascavel;ERVA-MATE (em folha);TON;40;180;;187.858,80
CEU AZUL;Cascavel;ESCAROLA/CHICORIA;TON;2;38;;41.040,00
CEU AZUL;Cascavel;ESPINAFRE;TON;0,3;8;;14.400,00
CEU AZUL;Cascavel;ESTERCO DE POEDEIRA;TON;;2320;;211.120,00
CEU AZUL;Cascavel;ESTERCO DE SUINOS/BOVINOS;TON;;32670;;1.635.786,90
CEU AZUL;Cascavel;FEIJAO SAFRA DA SECA;TON;30;54;;143.559,00
CEU AZUL;Cascavel;FEIJAO SAFRA DAS AGUAS;TON;30;60;;148.780,20
CEU AZUL;Cascavel;FEIJAO-VAGEM;TON;2;20;;33.600,00
CEU AZUL;Cascavel;FENO OUTROS;TON;;5000;;1.727.550,00
CEU AZUL;Cascavel;FIGO;TON;2;20;;73.200,00
CEU AZUL;Cascavel;FLORES DIVERSAS - UNIDADE;UNI;;58000;;34.800,00
CEU AZUL;Cascavel;FRANGO DE CORTE (AVES DE CORTE);KG;;1987888;11927330;76.534.098,41
CEU AZUL;Cascavel;FRUTA DO CONDE;TON;1;16;;40.640,00
CEU AZUL;Cascavel;FUMO;TON;14,6;23,7;;160.640,73
CEU AZUL;Cascavel;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;35000;85000;1.183.625,00
CEU AZUL;Cascavel;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);KG;;100000;65000;131.300,00
CEU AZUL;Cascavel;GALINHA REPRODUTORA DESCARTE (PESO VIVO);KG;;60000;32885;172.448,94
CEU AZUL;Cascavel;GARROTES;CAB;;;1214;1.183.698,56
CEU AZUL;Cascavel;GOIABA;TON;4;30;;60.000,00
CEU AZUL;Cascavel;JABUTICABA;TON;1;20;;32.400,00
CEU AZUL;Cascavel;LA;KG;;2500;;5.975,00
CEU AZUL;Cascavel;LARANJA;TON;8;68;;17.518,84
CEU AZUL;Cascavel;LEITE;MLT;;30695;;28.239.400,00
CEU AZUL;Cascavel;LIMAO;TON;2;24;;24.960,00
CEU AZUL;Cascavel;MACA;TON;1,5;8,5;;10.835,80
CEU AZUL;Cascavel;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;550;;;                      -  
CEU AZUL;Cascavel;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;15;;;                      -  
CEU AZUL;Cascavel;MADEIRAS - LENHA;M3;;27000;;939.330,00
CEU AZUL;Cascavel;MANDIOCA CONSUMO (HUMANO);TON;15;300;;245.520,00
CEU AZUL;Cascavel;MANDIOCA INDUSTRIA;TON;85;1700;;681.921,00
CEU AZUL;Cascavel;MANGA;TON;4;60;;66.756,00
CEU AZUL;Cascavel;MARACUJA;TON;5;95;;189.050,00
CEU AZUL;Cascavel;MARRECO (PARA CORTE);KG;;1000;1300;13.000,00
CEU AZUL;Cascavel;MAXIXE;TON;0,5;4;;4.840,00
CEU AZUL;Cascavel;MEL;KG;;11500;;65.090,00
CEU AZUL;Cascavel;MELANCIA;TON;8;240;;136.800,00
CEU AZUL;Cascavel;MELAO;TON;1,5;30;;57.900,00
CEU AZUL;Cascavel;MILHO SAFRA NORMAL;TON;3500;38500;;13.090.000,00
CEU AZUL;Cascavel;MILHO SAFRINHA;TON;5000;29875;;9.948.375,00
CEU AZUL;Cascavel;MILHO VERDE (espiga);UNI;20;650000;;247.000,00
CEU AZUL;Cascavel;MILHO-PIPOCA;TON;2;6;;6.258,00
CEU AZUL;Cascavel;MORANGA;TON;3;53;;25.970,00
CEU AZUL;Cascavel;MORANGO (moranguinho);TON;1;18;;97.322,40
CEU AZUL;Cascavel;MUDA DE ARVORES PARA ARBORIZACAO;UNI;;3000;;37.680,00
CEU AZUL;Cascavel;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;52000;;14.040,00
CEU AZUL;Cascavel;MUDAS DE EUCALIPTO;UNI;;30000;;7.500,00
CEU AZUL;Cascavel;NOVILHAS;CAB;;;594;550.067,76
CEU AZUL;Cascavel;NOZ PECAN;TON;1;10;;40.300,00
CEU AZUL;Cascavel;OVINOS - MACHOS P/ REPRODUCAO;CAB;;0;14;12.456,92
CEU AZUL;Cascavel;OVINOS (PARA CORTE);KG;;2500;1750;261.135,00
CEU AZUL;Cascavel;OVOS DE CODORNA (PARA CONSUMO);DZ;;12500;;10.875,00
CEU AZUL;Cascavel;OVOS DE GALINHA (FECUNDADO);DZ;;441691;;2.495.554,15
CEU AZUL;Cascavel;OVOS DE GALINHA (PARA CONSUMO);DZ;;2550000;;4.947.000,00
CEU AZUL;Cascavel;PACU;KG;;;7000;38.150,00
CEU AZUL;Cascavel;PEPINO;TON;4;72;;81.280,80
CEU AZUL;Cascavel;PERU (PARA CORTE);KG;;150;70;875
CEU AZUL;Cascavel;PESSEGO;TON;4;35;;60.200,00
CEU AZUL;Cascavel;PIAUCU;KG;;;2000;10.960,00
CEU AZUL;Cascavel;PIMENTA;TON;2;20;;80.400,00
CEU AZUL;Cascavel;PIMENTAO;TON;2;30;;40.984,50
CEU AZUL;Cascavel;PLANTAS PERENES (ORNAMENTAIS);UNI;;15000;;89.700,00
CEU AZUL;Cascavel;QUIABO;TON;2;45;;81.450,00
CEU AZUL;Cascavel;RABANETE;TON;1;15;;24.300,00
CEU AZUL;Cascavel;REPOLHO;TON;10;325;;127.910,25
CEU AZUL;Cascavel;RUCULA;TON;2;36;;80.640,00
CEU AZUL;Cascavel;SALSA (SALSINHA);TON;0,7;7,5;;39.075,00
CEU AZUL;Cascavel;SEMENTE DE SOJA;TON;;360;;18.201,60
CEU AZUL;Cascavel;SEMENTE DE TRIGO;TON;;471;;34.726,83
CEU AZUL;Cascavel;SILAGEM DE MILHO E/OU SORGO;TON;2050;106500;;15.046.320,00
CEU AZUL;Cascavel;SILAGEM OUTRAS (SECA);TON;;3200;;277.120,00
CEU AZUL;Cascavel;SOJA SAFRA NORMAL;TON;23900;95600;;99.885.748,00
CEU AZUL;Cascavel;SOJA SAFRINHA;TON;100;178,5;;174.483,75
CEU AZUL;Cascavel;SUINOS - LEITOES P/ CORTE;KG;;;2500;283.000,00
CEU AZUL;Cascavel;SUINOS < 2 MESES (leitao p/recria);UNI;;;28887;3.019.269,24
CEU AZUL;Cascavel;SUINOS-COMUM (para abate);KG;;2500;5000;740.000,00
CEU AZUL;Cascavel;SUINOS-RACA (para abate);KG;;29650;43632;13.940.424,00
CEU AZUL;Cascavel;TANGERINA MONTENEGRINA;TON;3;45;;32.850,00
CEU AZUL;Cascavel;TANGERINA MURCOTE;TON;1;20;;13.200,00
CEU AZUL;Cascavel;TANGERINA PONKAN;TON;3;50;;23.000,00
CEU AZUL;Cascavel;TILAPIA;KG;;;80000;320.800,00
CEU AZUL;Cascavel;TOMATE RISCO;TON;1;30;;55.539,00
CEU AZUL;Cascavel;TOMATE SAFRAO;TON;2;110;;265.004,30
CEU AZUL;Cascavel;TOUROS;CAB;;;50;133.640,00
CEU AZUL;Cascavel;TRIGO;TON;14200;17864;;13.171.663,12
CEU AZUL;Cascavel;TRIGUILHO;TON;;3152;;990.263,84
CEU AZUL;Cascavel;TRITICALE;TON;500;600;;257.898,00
CEU AZUL;Cascavel;UVA DE MESA;TON;20;180;;462.600,00
CEU AZUL;Cascavel;VACA (PARA CORTE);KG;;;2905;3.472.491,75
CEU AZUL;Cascavel;VACA (PARA CRIA);CAB;;;759;1.214.422,77
CEU AZUL;Cascavel;VASSOURA (SECA C/SEMENTE);TON;8;30;;49.200,00
CHOPINZINHO;Pato Branco;ABOBORA (seca/madura);TON;1;4;;2.600,00
CHOPINZINHO;Pato Branco;ABOBORA-TETSUKABUTO (KABOTIA);TON;1;3;;2.250,00
CHOPINZINHO;Pato Branco;ABOBRINHA VERDE;TON;1;5;;4.800,00
CHOPINZINHO;Pato Branco;AGRIAO AQUATICO;TON;0,3;1,2;;2.328,00
CHOPINZINHO;Pato Branco;ALFACE;TON;2;30;;27.666,60
CHOPINZINHO;Pato Branco;ALHO;TON;1;5;;27.964,00
CHOPINZINHO;Pato Branco;ALMEIRAO;TON;0,2;0,3;;555
CHOPINZINHO;Pato Branco;AMEIXA;TON;1;4;;8.164,80
CHOPINZINHO;Pato Branco;AMENDOIM SAFRA DAS AGUAS;TON;5;5;;9.642,00
CHOPINZINHO;Pato Branco;ARROZ SEQUEIRO;TON;5;10;;8.280,00
CHOPINZINHO;Pato Branco;AVEIA BRANCA;TON;40;40;;18.486,80
CHOPINZINHO;Pato Branco;AVEIA PRETA (GRAO);TON;800;800;;552.000,00
CHOPINZINHO;Pato Branco;AZEVEM GRAOS;TON;800;560;;64.500,80
CHOPINZINHO;Pato Branco;BANANA;TON;15;630;;330.176,70
CHOPINZINHO;Pato Branco;BATATA DAS AGUAS;TON;5;40;;36.120,00
CHOPINZINHO;Pato Branco;BATATA DOCE;TON;5;55;;51.700,00
CHOPINZINHO;Pato Branco;BETERRABA;TON;0,5;3;;3.090,00
CHOPINZINHO;Pato Branco;BEZERROS;CAB;;;1852;1.357.719,72
CHOPINZINHO;Pato Branco;BOVINOS (BOI GORDO);KG;0;61737;4760;6.963.880,00
CHOPINZINHO;Pato Branco;BROCOLOS;TON;1;5;;9.350,00
CHOPINZINHO;Pato Branco;BUBALINOS (PARA CORTE);KG;;17;28;42.879,20
CHOPINZINHO;Pato Branco;CAMA DE AVIARIO;TON;;15520;;1.140.720,00
CHOPINZINHO;Pato Branco;CANA-DE-ACUCAR;TON;250;10000;;512.300,00
CHOPINZINHO;Pato Branco;CANOLA;TON;140;35;;37.753,45
CHOPINZINHO;Pato Branco;CAPINEIRAS (forragem verde p/alimentação animal);TON;0;9260;;341.601,40
CHOPINZINHO;Pato Branco;CAPRINOS (PARA CORTE);KG;;546;270;30.456,00
CHOPINZINHO;Pato Branco;CAQUI;TON;1;10;;4.280,00
CHOPINZINHO;Pato Branco;CARPA;KG;;0;3000;13.260,00
CHOPINZINHO;Pato Branco;CEBOLA;TON;5;40;;42.640,00
CHOPINZINHO;Pato Branco;CEBOLINHA (cheiro verde);TON;0,5;1;;4.320,00
CHOPINZINHO;Pato Branco;CENOURA;TON;1;12;;12.302,64
CHOPINZINHO;Pato Branco;CHUCHU;TON;0,4;5;;4.261,35
CHOPINZINHO;Pato Branco;CODORNA (PARA CORTE);KG;;300;900;2.880,00
CHOPINZINHO;Pato Branco;COELHO (PARA CORTE);KG;;250;750;15.750,00
CHOPINZINHO;Pato Branco;COUVE-FLOR;TON;1;7;;25.620,00
CHOPINZINHO;Pato Branco;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;50;65.999,00
CHOPINZINHO;Pato Branco;ERVA-MATE (em folha);TON;0;340;;354.844,40
CHOPINZINHO;Pato Branco;ESTERCO DE SUINOS/BOVINOS;TON;;37020;;1.853.591,40
CHOPINZINHO;Pato Branco;FEIJAO SAFRA DA SECA;TON;3300;2970;;7.895.745,00
CHOPINZINHO;Pato Branco;FEIJAO SAFRA DAS AGUAS;TON;200;340;;843.087,80
CHOPINZINHO;Pato Branco;FEIJAO-VAGEM;TON;1,2;9,7;;16.296,00
CHOPINZINHO;Pato Branco;FIGO;TON;1;2,5;;9.150,00
CHOPINZINHO;Pato Branco;FRANGO DE CORTE (AVES DE CORTE);KG;;1701491;13611930;62.217.409,64
CHOPINZINHO;Pato Branco;FUMO;TON;195,2;378,2;;2.563.473,64
CHOPINZINHO;Pato Branco;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;0;21500;32250;538.897,50
CHOPINZINHO;Pato Branco;GARROTES;CAB;;;475;463.144,00
CHOPINZINHO;Pato Branco;LA;KG;;1610;;3.847,90
CHOPINZINHO;Pato Branco;LARANJA;TON;20;200;;51.526,00
CHOPINZINHO;Pato Branco;LEITE;MLT;;68747;;63.247.240,00
CHOPINZINHO;Pato Branco;LIMAO;TON;1;20;;20.800,00
CHOPINZINHO;Pato Branco;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;4870;;411.417,60
CHOPINZINHO;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;1200;6000;;460.560,00
CHOPINZINHO;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - PINHEIRO DO PARANA;M3;;120;;23.552,40
CHOPINZINHO;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;300;;;                      -  
CHOPINZINHO;Pato Branco;MADEIRAS - LENHA;M3;;8655;;301.107,45
CHOPINZINHO;Pato Branco;MANDIOCA CONSUMO (HUMANO);TON;5;100;;81.840,00
CHOPINZINHO;Pato Branco;MANDIOCA INDUSTRIA;TON;325;6500;;2.607.345,00
CHOPINZINHO;Pato Branco;MANGA;TON;2;25;;27.815,00
CHOPINZINHO;Pato Branco;MARACUJA;TON;6;48;;95.520,00
CHOPINZINHO;Pato Branco;MARRECO (PARA CORTE);KG;;40;120;1.800,00
CHOPINZINHO;Pato Branco;MEL;KG;;12600;;71.316,00
CHOPINZINHO;Pato Branco;MELANCIA;TON;5;80;;45.600,00
CHOPINZINHO;Pato Branco;MELAO;TON;0,5;3;;5.790,00
CHOPINZINHO;Pato Branco;MILHO SAFRA NORMAL;TON;6500;56550;;19.227.000,00
CHOPINZINHO;Pato Branco;MILHO VERDE (espiga);UNI;3;180000;;68.400,00
CHOPINZINHO;Pato Branco;MILHO-PIPOCA;TON;5;20;;20.860,00
CHOPINZINHO;Pato Branco;MORANGA;TON;1;4;;1.960,00
CHOPINZINHO;Pato Branco;MORANGO (moranguinho);TON;4;4;;21.627,20
CHOPINZINHO;Pato Branco;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;500;;135
CHOPINZINHO;Pato Branco;NOVILHAS;CAB;;;1704;1.577.972,16
CHOPINZINHO;Pato Branco;OVINOS (PARA CORTE);KG;;3200;1600;238.752,00
CHOPINZINHO;Pato Branco;OVOS DE CODORNA (PARA CONSUMO);DZ;;910;;791,7
CHOPINZINHO;Pato Branco;OVOS DE GALINHA (PARA CONSUMO);DZ;;203360;;394.518,40
CHOPINZINHO;Pato Branco;PEPINO;TON;1;2;;2.257,80
CHOPINZINHO;Pato Branco;PESCADO DE AGUA DOCE (DE CAPTURA);KG;;;12000;82.440,00
CHOPINZINHO;Pato Branco;PESSEGO;TON;6;40;;68.800,00
CHOPINZINHO;Pato Branco;PIMENTAO;TON;0,4;2;;2.732,30
CHOPINZINHO;Pato Branco;PINHAO;KG;;30000;;62.700,00
CHOPINZINHO;Pato Branco;REPOLHO;TON;5;130;;51.164,10
CHOPINZINHO;Pato Branco;RUCULA;TON;0,1;1;;2.240,00
CHOPINZINHO;Pato Branco;SALSA (SALSINHA);TON;0,5;1;;5.210,00
CHOPINZINHO;Pato Branco;SEMENTE DE AVEIA PRETA;TON;0;292;;6.783,16
CHOPINZINHO;Pato Branco;SEMENTE DE FEIJAO;TON;;410;;123.307,50
CHOPINZINHO;Pato Branco;SEMENTE DE SOJA;TON;;9284;;469.399,04
CHOPINZINHO;Pato Branco;SEMENTE DE TRIGO;TON;;8023;;591.535,79
CHOPINZINHO;Pato Branco;SILAGEM DE MILHO E/OU SORGO;TON;6000;142500;;20.132.400,00
CHOPINZINHO;Pato Branco;SILAGEM OUTRAS (SECA);TON;;700;;60.620,00
CHOPINZINHO;Pato Branco;SOJA SAFRA NORMAL;TON;24900;68475;;71.544.734,25
CHOPINZINHO;Pato Branco;SUINOS < 2 MESES (leitao p/recria);UNI;;;55780;5.830.125,60
CHOPINZINHO;Pato Branco;SUINOS-COMUM (para abate);KG;;50;25;5.180,00
CHOPINZINHO;Pato Branco;SUINOS-RACA (para abate);KG;;11860;61;17.324,00
CHOPINZINHO;Pato Branco;TANGERINA MONTENEGRINA;TON;5;75;;54.750,00
CHOPINZINHO;Pato Branco;TILAPIA;KG;;;2500;10.025,00
CHOPINZINHO;Pato Branco;TOMATE SAFRAO;TON;6;360;;867.286,80
CHOPINZINHO;Pato Branco;TOUROS;CAB;;;50;133.640,00
CHOPINZINHO;Pato Branco;TRIGO;TON;10000;22500;;16.589.925,00
CHOPINZINHO;Pato Branco;UVA DE MESA;TON;8;88;;226.160,00
CHOPINZINHO;Pato Branco;UVA VINIFERA;TON;20;160;;329.680,00
CHOPINZINHO;Pato Branco;VACA (PARA CORTE);KG;;;4760;5.252.184,00
CHOPINZINHO;Pato Branco;VACA (PARA CRIA);CAB;;;31;49.600,93
CHOPINZINHO;Pato Branco;VASSOURA (SECA C/SEMENTE);TON;4;20;;32.800,00
CIANORTE;Cianorte;ABOBORA (seca/madura);TON;10;80;;52.000,00
CIANORTE;Cianorte;ABOBRINHA VERDE;TON;3;13;;12.480,00
CIANORTE;Cianorte;ACEROLA;TON;0,3;4;;4.120,00
CIANORTE;Cianorte;AGRIAO AQUATICO;TON;0,5;1;;1.940,00
CIANORTE;Cianorte;ALFACE;TON;54;270;;248.999,40
CIANORTE;Cianorte;ALMEIRAO;TON;5;15;;27.750,00
CIANORTE;Cianorte;AMENDOIM SAFRA DAS AGUAS;TON;3;6;;11.570,40
CIANORTE;Cianorte;ARROZ SEQUEIRO;TON;2;2;;1.656,00
CIANORTE;Cianorte;AVEIA PRETA (GRAO);TON;50;36;;24.840,00
CIANORTE;Cianorte;BANANA;TON;8;80;;41.927,20
CIANORTE;Cianorte;BATATA DOCE;TON;2;20;;18.800,00
CIANORTE;Cianorte;BEGONIA;CX;;700;;4.606,00
CIANORTE;Cianorte;BEGONIA;VSO;;10000;;48.900,00
CIANORTE;Cianorte;BEIJO AMERICANO;CX;;500;;3.405,00
CIANORTE;Cianorte;BERINJELA;TON;1;15;;16.500,00
CIANORTE;Cianorte;BETERRABA;TON;1;15;;15.450,00
CIANORTE;Cianorte;BEZERRAS;CAB;;;1499;903.657,16
CIANORTE;Cianorte;BEZERROS;CAB;;;2462;1.804.916,82
CIANORTE;Cianorte;BICHO DA SEDA (CASULO);TON;29;13,1;;160.999,00
CIANORTE;Cianorte;BOVINOS (BOI GORDO);KG;;46786;3315;5.511.187,50
CIANORTE;Cianorte;BRINCO DE PRINCESA;UNI;;800;;4.640,00
CIANORTE;Cianorte;BROCOLOS;TON;1;20;;37.400,00
CIANORTE;Cianorte;CAFE;TON;490;451,7;;2.068.786,00
CIANORTE;Cianorte;CAMA DE AVIARIO;TON;;61740;;4.537.890,00
CIANORTE;Cianorte;CANA-DE-ACUCAR;TON;11292,2;857700,2;;43.939.981,25
CIANORTE;Cianorte;CAPINEIRAS (forragem verde p/alimentação animal);TON;;60000;;2.213.400,00
CIANORTE;Cianorte;CAPRINOS (PARA CORTE);KG;;300;180;16.920,00
CIANORTE;Cianorte;CARA;TON;0,2;3;;2.820,00
CIANORTE;Cianorte;CEBOLINHA (cheiro verde);TON;1,8;13;;56.160,00
CIANORTE;Cianorte;CELOSIA PLUMOSA;CX;;300;;1.917,00
CIANORTE;Cianorte;CENOURA;TON;2;40;;41.008,80
CIANORTE;Cianorte;CHUCHU;TON;1;18;;15.340,86
